,gvkey,year,mtbe,own
442,9761,1993,1.162303458,0.13245353
443,3480,1993,7.874840525,0.018708924
444,5824,1993,3.366013056,0.00208787
445,5161,1993,1.067993943,0.001583697
446,10984,1993,3.045491667,0.000631046
447,10000,1993,1.969432409,0.041950542
448,5247,1993,2.810913136,0.001626565
449,1678,1993,1.816955662,0.002756395
450,7116,1993,4.590485907,0.003192238
451,9236,1993,3.47020546,0.00096388
452,2111,1993,1.946967008,0.000871611
453,5458,1993,1.213199056,0.001346849
454,11456,1993,2.307583232,0.000208159
455,10391,1993,1.829459796,0.005499249
456,3336,1993,2.29262114,0.011313634
457,6078,1993,4.764044664,0.013927016
458,1920,1993,11.16501234,0.002097325
459,3946,1993,2.846247562,0.002211014
460,10576,1993,12.22773923,0.001252701
461,11672,1993,4.291323438,0.001400496
462,8726,1993,4.114832502,0.23948422
463,10580,1993,2.25998098,0.024831031
464,2812,1993,1.511668888,0.22364387
465,5038,1993,3.240821584,0.003979093
466,3273,1993,1.761566169,0.002433799
467,3650,1993,2.91913528,0.00235842
468,5501,1993,1.277789405,0.001174497
469,5503,1993,2.809516477,0.003462985
470,6513,1993,1.858499609,0.034291148
471,7679,1993,4.696292257,0.001409146
472,5526,1993,1.544008387,0.000390099
473,8358,1993,1.725702782,0.004037871
474,2916,1993,2.76645181,0.055423144
475,1318,1993,3.578593324,0.002648007
476,2943,1993,0.928577086,0.000499474
477,4834,1993,2.784302355,0.003396794
478,3416,1993,1.353090439,4.01E-05
479,2290,1993,0.906598016,0.002679215
480,6288,1993,2.808835802,0.008686969
481,4145,1993,2.159899609,0.001019829
482,11566,1993,1.8427051,0.004958901
483,2169,1993,1.525951412,0.07493405
484,5690,1993,4.939644562,0.002319327
485,4462,1993,2.753308282,0.07313633
486,10809,1993,0.984883162,0.043933917
487,2860,1993,0.877682787,0.000275664
488,7260,1993,1.873077674,0.004797209
489,8290,1993,1.658080748,0.00041187
490,5783,1993,2.596769575,0.003036746
491,5786,1993,1.851334271,0.005135295
492,10405,1993,5.138730838,2.71E-05
493,5464,1993,2.119407329,0.007113897
494,4159,1993,1.908791572,0.001583764
495,10016,1993,2.921092671,0.001147731
496,4079,1993,1.994957488,0.031155856
497,7154,1993,3.446072063,0.000867309
498,11060,1993,1.922292313,0.000393887
499,7008,1993,3.182374195,0.006850309
500,6830,1993,3.103348852,0.003508375
501,2154,1993,3.264497462,0.019513641
502,3955,1993,1.153624504,0.003170499
503,9963,1993,1.221887064,0.000574849
504,6386,1993,1.438784829,0.001161256
505,5961,1993,4.279480193,0.022694435
506,7970,1993,1.327630134,0.000140179
507,10407,1993,2.342963045,0.13171813
508,5460,1993,2.296342795,0.004952297
509,6003,1993,3.778083453,0.000288661
510,4191,1993,1.599579788,0.001148742
511,1913,1993,2.295506536,0.002887624
512,1891,1993,4.532560343,0.001601159
513,1573,1993,1.732956147,0.003582886
514,11483,1993,1.327937489,0.027278416
515,6036,1993,0.818564106,0.025653226
516,6039,1993,3.26549217,0.052486844
517,10190,1993,2.100100823,0.002606198
518,5726,1993,3.152090529,0.002385273
519,7070,1993,1.768561806,0.074211404
520,4641,1993,1.256280322,0.02229628
521,6074,1993,3.267934332,0.002763401
522,4843,1993,3.304914191,0.059395764
523,10787,1993,2.083888128,0.00589288
524,5187,1993,3.270136928,0.000670657
525,7692,1993,1.865167574,0.01103422
526,9258,1993,1.640295459,0.001114704
527,1655,1993,1.319174397,0.002224966
528,9483,1993,3.412452889,0.000191363
529,7065,1993,4.399747308,0.001997365
530,9772,1993,1.578228017,0.006561108
531,8684,1993,1.28540561,0.000357489
532,3911,1993,1.82572336,0.001490767
533,11691,1993,1.315507056,0.004478072
534,9692,1993,1.214314442,0.00045385
535,4817,1993,1.407595404,0.000430332
536,4768,1993,1.757047099,0.17407811
537,3121,1993,3.251536176,0.000146213
538,11049,1993,0.900622667,0.011064747
539,3459,1993,0.700256036,0.000302904
540,5125,1993,3.235473578,0.000989854
541,2593,1993,2.38524229,0.015766278
542,1177,1993,0.961811887,0.000168902
543,6301,1993,2.121528789,0.18621071
544,2044,1993,3.433762725,0.00506352
545,9155,1993,1.722987591,0.023591869
546,7727,1993,1.354963098,0.001294722
547,3066,1993,1.415837348,0.001157738
548,4764,1993,1.461161329,0.001518212
549,3054,1993,2.569736146,0.013371076
550,6357,1993,2.407657814,0.004958579
551,4769,1993,0.862183918,0.002065299
552,6379,1993,2.712712865,0.096997842
553,11778,1993,0.947827457,0.00158427
554,7866,1993,1.754363828,0.07088092
555,9293,1993,1.942379491,0.016280139
556,4390,1993,4.325746642,0.016038826
557,2558,1993,0.915556729,1.62E-05
558,4608,1993,4.821934862,0.003860007
559,7646,1993,1.712125361,0.13554791
560,2968,1993,1.066970584,0.000456494
561,4988,1993,4.409965171,0.001196115
562,2193,1993,1.841654372,0.004935767
563,7562,1993,1.430369527,0.000643265
564,6529,1993,2.699521943,0.075539708
565,7904,1993,2.146401477,0.003122
566,6543,1993,2.105848524,0.039785501
567,2029,1993,1.488728379,0.002367914
568,1465,1993,1.19335658,0.001430841
569,6241,1993,1.337870751,0.000404744
570,4094,1993,9.442660173,0.000500178
571,1246,1993,2.511700271,0.004718485
572,6574,1993,2.854892932,0.046159446
573,10867,1993,2.630134621,0.00084324
574,6475,1993,2.636092317,0.000614132
575,6617,1993,2.79628866,2.19E-06
576,6742,1993,1.089369439,0.001103734
577,4809,1993,2.220327034,0.010187431
578,3813,1993,1.718220223,0.001550852
579,3736,1993,1.502629079,0.12623695
580,2269,1993,6.373063747,0.00329778
581,2605,1993,2.199655311,0.011917836
582,13051,1993,1.948110539,0.002738399
583,9837,1993,2.149392692,0.002441574
584,2019,1993,1.412251191,0.002088841
585,3735,1993,2.982456774,0.02729444
586,1865,1993,1.721344569,0.004465405
587,6743,1993,3.314945227,0.001455788
588,8692,1993,1.496201738,0.000818045
589,4779,1993,2.082456837,0.30356586
590,6768,1993,1.823499731,0.029762618
591,11359,1993,1.964310902,0.002624654
592,6062,1993,1.769382043,0.081270024
593,6803,1993,2.309220276,0.021015149
594,6815,1993,4.676536883,0.028931059
595,11247,1993,1.902318364,0.001548583
596,2490,1993,3.248463021,0.003173319
597,6639,1993,3.24304642,0.002125496
598,6864,1993,3.243474109,0.000693361
599,10565,1993,1.856410952,0.003896806
600,6730,1993,3.804480936,8.88E-05
601,6944,1993,2.402967453,0.004721169
602,5476,1993,3.589292714,0.015271534
603,1013,1993,4.586969246,0.005364231
604,10815,1993,1.187388968,0.000647767
605,7203,1993,3.420746205,0.051392432
606,4601,1993,2.656150646,0.000178621
607,10453,1993,2.357284912,0.034071874
608,7772,1993,2.152193578,0.003791407
609,2633,1993,1.390637196,0.00150082
610,8210,1993,1.005459133,0.00580971
611,10909,1993,1.309811366,0.003457197
612,9611,1993,2.518390063,0.007543514
613,5918,1993,2.033376088,0.002782943
614,7067,1993,1.908569525,0.004877696
615,1213,1993,2.134443298,0.005625438
616,2014,1993,1.012562244,0.001809066
617,11271,1993,1.445680858,6.79E-05
618,10247,1993,4.075309572,0.003561889
619,7146,1993,4.034151741,0.002176717
620,4742,1993,1.538362753,0.003662989
621,6216,1993,3.31191131,0.009412583
622,7750,1993,2.060285133,0.000115004
623,10195,1993,7.26587333,0.22582011
624,4423,1993,8.061600257,0.004701999
625,4700,1993,1.449556141,0.000796486
626,7213,1993,2.554059724,0.003279588
627,5256,1993,3.09414166,0.1165861
628,5639,1993,4.635371219,0.054259557
629,8948,1993,1.096893797,0.000583839
630,7251,1993,3.34836187,0.006781724
631,7252,1993,1.470839932,0.002230997
632,7253,1993,1.343255456,0.003809537
633,7267,1993,1.561742719,0.002585708
634,7261,1993,1.397893783,0.001484868
635,5518,1993,2.492841802,0.090358675
636,6136,1993,4.246752303,0.007151472
637,6102,1993,1.27440111,0.004435431
638,4523,1993,1.068353555,0.068904378
639,4743,1993,1.712177426,0.001121199
640,11300,1993,2.744008289,0.21375398
641,6272,1993,1.627322707,0.44325885
642,7316,1993,2.904178465,0.11559314
643,3276,1993,1.300464269,0.000603434
644,5216,1993,1.20702274,0.073704503
645,3612,1993,1.90879013,0.097860254
646,6802,1993,1.384906537,0.10065512
647,7343,1993,3.346761539,0.000933353
648,8046,1993,4.873844814,0.13181587
649,2439,1993,2.604415494,0.0001543
650,2845,1993,1.462069605,0.005612556
651,4689,1993,1.066730445,0.002936157
652,4560,1993,3.377239144,0.19377503
653,9061,1993,1.124643338,0.000772328
654,7401,1993,2.03308867,0.0034048
655,8823,1993,1.794991228,0.000421962
656,7409,1993,2.428949982,0.001747463
657,4230,1993,1.701644299,0.013148778
658,9643,1993,3.737523282,0.067264616
659,8299,1993,1.160321728,0.016876787
660,7486,1993,3.03012175,0.007890008
661,9284,1993,1.731045855,0.023866415
662,10735,1993,2.644347064,0.022463394
663,7567,1993,1.952006551,0.004905101
664,7553,1993,1.586827216,0.000430991
665,9861,1993,2.699018547,7.16E-05
666,9556,1993,1.687296456,0.002400488
667,7566,1993,3.592596863,0.002612733
668,8807,1993,0.846196991,0.000237645
669,2448,1993,1.332208339,0.000154039
670,11259,1993,5.665448013,0.001208004
671,7691,1993,0.968542988,0.014720407
672,6821,1993,2.892303837,0.011445558
673,7711,1993,1.516637511,0.000906808
674,1194,1993,0.777817566,0.008020653
675,23769,1993,1.144531228,0.005660801
676,7723,1993,1.931908608,0.010977942
677,7650,1993,1.471794841,0.001897308
678,5878,1993,3.505965429,0.003666409
679,7799,1993,4.714870017,0.004974957
680,5179,1993,1.856044121,0.001300703
681,7821,1993,1.13093101,0
682,3463,1993,0.878765482,0.006383956
683,7835,1993,2.584357967,0.00207253
684,11306,1993,3.065565578,0.005795828
685,6376,1993,1.647415672,0.009879586
686,1988,1993,1.623718101,0.000777807
687,3760,1993,0.958654996,0.000525534
688,7906,1993,2.480715977,0.34204599
689,7921,1993,5.100893562,0.012584093
690,7922,1993,2.462113289,0.000653127
691,1449,1993,2.159396364,0.009313362
692,11396,1993,1.168883795,0.008792175
693,7982,1993,2.15110026,0.003065313
694,4719,1993,1.196135569,0.033133548
695,10097,1993,1.349364179,0.001901078
696,10672,1993,1.493495756,0.003718844
