date,mkt.rf,smb,hml,rf
20030728,-2.00E-04,0.0098,0.0036,3.00E-05
20030729,-0.0057,0.0054,2.00E-04,3.00E-05
20030730,-0.0018,0.0027,-0.0061,3.00E-05
20030731,0.0032,0.0026,0.004,3.00E-05
20030801,-0.0106,-0.0049,-6.00E-04,3.00E-05
20030804,0.0011,-0.0066,-0.003,3.00E-05
20030805,-0.0171,0.0038,1.00E-04,3.00E-05
20030806,2.00E-04,-0.0103,0.0046,3.00E-05
20030807,0.0057,-0.0048,-0.0047,3.00E-05
20030808,0.0033,-0.0046,0.0016,3.00E-05
20030811,0.0043,0.0072,-3.00E-04,3.00E-05
20030812,0.0109,0.0051,5.00E-04,3.00E-05
20030813,-0.005,0.0069,6.00E-04,3.00E-05
20030814,0.0062,0.0011,0.0044,3.00E-05
20030815,0.001,0.0019,-0.0014,3.00E-05
20030818,0.0103,0.0085,9.00E-04,3.00E-05
20030819,0.0043,0.0099,0.0061,3.00E-05
20030820,-0.0014,0.0034,6.00E-04,3.00E-05
20030821,0.0047,0.0061,0.0041,3.00E-05
20030822,-0.0106,-0.0058,0.0012,3.00E-05
20030825,-4.00E-04,-7.00E-04,-0.0031,3.00E-05
20030826,0.0029,0.0016,0.0019,3.00E-05
20030827,0.0017,0.0082,6.00E-04,3.00E-05
20030828,0.007,0.0026,0.0022,3.00E-05
20030829,0.0053,-0.0032,0.0033,3.00E-05
20030902,0.014,0.0048,2.00E-04,4.00E-05
20030903,0.0042,0.0032,0.0014,4.00E-05
20030904,0.0022,0.0046,-0.0017,4.00E-05
20030905,-0.0062,-5.00E-04,0.002,4.00E-05
20030908,0.0107,0.0062,-0.0012,4.00E-05
20030909,-0.0079,0.0033,-0.0022,4.00E-05
20030910,-0.0137,-0.0064,-0.006,4.00E-05
20030911,0.0062,0.0064,3.00E-04,4.00E-05
20030912,0.0023,0.0015,0.0016,4.00E-05
20030915,-0.0035,0.0024,-7.00E-04,4.00E-05
20030916,0.014,0.001,6.00E-04,4.00E-05
20030917,-0.0026,0.0019,0.0018,4.00E-05
20030918,0.0125,-0.0057,0.0025,4.00E-05
20030919,-0.0023,0.0049,2.00E-04,4.00E-05
20030922,-0.013,0.0016,0.0014,4.00E-05
20030923,0.0065,0.0057,-0.001,4.00E-05
20030924,-0.0188,-0.002,8.00E-04,4.00E-05
20030925,-0.0081,-0.0165,-0.0021,4.00E-05
20030926,-0.0084,-0.0126,4.00E-04,4.00E-05
20030929,0.0098,0.0051,2.00E-04,4.00E-05
20030930,-0.0096,-5.00E-04,0.0015,4.00E-05
20031001,0.0216,0.0038,9.00E-04,3.00E-05
20031002,0.0031,0.0015,7.00E-04,3.00E-05
20031003,0.0102,0.0069,-1.00E-04,3.00E-05
20031006,0.0049,0.0037,0.0036,3.00E-05
20031007,0.0051,0.0034,0.001,3.00E-05
20031008,-0.0048,-0.0029,0.0019,3.00E-05
20031009,0.0055,0.0027,0.0038,3.00E-05
20031010,-8.00E-04,-0.0043,0.0041,3.00E-05
20031013,0.0081,0.0079,9.00E-04,3.00E-05
20031014,0.0044,0.0048,0.0016,3.00E-05
20031015,-0.0036,-0.0028,-4.00E-04,3.00E-05
20031016,0.0035,0.001,4.00E-04,3.00E-05
20031017,-0.0111,-0.0052,5.00E-04,3.00E-05
20031020,0.0041,-0.0011,-0.0025,3.00E-05
20031021,0.0024,0.0068,-0.0031,3.00E-05
20031022,-0.0152,-0.0068,-2.00E-04,3.00E-05
20031023,0.0022,-0.0074,-0.0022,3.00E-05
20031024,-0.0045,-0.0041,-1.00E-04,3.00E-05
20031027,0.004,0.0116,0.003,3.00E-05
20031028,0.0159,0.005,-0.0022,3.00E-05
20031029,0.0028,0.0079,0.0031,3.00E-05
20031030,-0.0011,-0.0012,0.0027,3.00E-05
20031031,0.0028,-0.0056,-9.00E-04,3.00E-05
20031103,0.0093,0.0068,0.0041,4.00E-05
20031104,-0.0045,0.0074,0.0041,4.00E-05
20031105,-4.00E-04,0.0023,-9.00E-04,4.00E-05
20031106,0.0058,0.0011,0.001,4.00E-05
20031107,-0.0033,0.0036,0.003,4.00E-05
20031110,-0.0074,-0.0102,-2.00E-04,4.00E-05
20031111,-0.0021,-0.0059,-0.001,4.00E-05
20031112,0.0133,0.0101,-0.0021,4.00E-05
20031113,3.00E-04,0.002,-0.0021,4.00E-05
20031114,-0.0083,-0.0062,-7.00E-04,4.00E-05
20031117,-0.0072,-0.0068,-0.0019,4.00E-05
20031118,-0.0087,0.0012,9.00E-04,4.00E-05
20031119,0.0076,6.00E-04,-2.00E-04,4.00E-05
20031120,-0.0077,0.0013,3.00E-04,4.00E-05
20031121,0.0021,0.0015,0.006,4.00E-05
20031124,0.0171,0.0074,-3.00E-04,4.00E-05
20031125,0.0031,0.0023,0.0059,4.00E-05
20031126,0.004,-7.00E-04,0.0042,4.00E-05
20031128,0.0011,0.0026,-0.0017,4.00E-05
20031201,0.0111,0.004,-0.0012,4.00E-05
20031202,-0.0027,0.0013,0.0013,4.00E-05
20031203,-0.0034,-0.0119,0.0042,4.00E-05
20031204,0.0026,-0.0041,-0.0023,4.00E-05
20031205,-0.0079,-6.00E-04,-7.00E-04,4.00E-05
20031208,0.0065,-0.0017,0.0036,4.00E-05
20031209,-0.0095,-0.006,0.0019,4.00E-05
20031210,-0.0029,-0.0102,-0.0023,4.00E-05
20031211,0.0134,0.0123,0.0015,4.00E-05
20031212,0.0031,0.0054,0.0031,4.00E-05
20031215,-0.0073,-0.0139,0.0016,4.00E-05
20031216,0.005,-0.0031,2.00E-04,4.00E-05
20031217,0.0015,-5.00E-04,-0.001,4.00E-05
20031218,0.0124,0.0027,0.0022,4.00E-05
20031219,-4.00E-04,-0.0013,0.004,4.00E-05
20031222,0.0036,-9.00E-04,0.0046,4.00E-05
20031223,0.0036,0.007,-6.00E-04,4.00E-05
20031224,-0.0018,-0.0024,0.0012,4.00E-05
20031226,0.0019,0.0034,6.00E-04,4.00E-05
20031229,0.0129,0.0036,-4.00E-04,4.00E-05
20031230,5.00E-04,0.0024,0.0015,4.00E-05
20031231,1.00E-04,-0.0139,2.00E-04,4.00E-05
20040102,-0.0017,0.0082,0.0043,3.00E-05
20040105,0.012,0.0042,1.00E-04,3.00E-05
20040106,0.002,9.00E-04,0.0018,3.00E-05
20040107,0.0034,0.0054,-6.00E-04,3.00E-05
20040108,0.0045,0.0035,0.0064,3.00E-05
20040109,-0.0072,4.00E-04,0.0021,3.00E-05
20040112,0.0057,0.0093,8.00E-04,3.00E-05
20040113,-0.0051,0.0019,9.00E-04,3.00E-05
20040114,0.008,-7.00E-04,0.0041,3.00E-05
20040115,0.0015,3.00E-04,-0.0028,3.00E-05
20040116,0.0072,0.001,0.0056,3.00E-05
20040120,0.0015,0.0118,0.0058,3.00E-05
20040121,0.0064,-0.0108,0.0046,3.00E-05
20040122,-0.0032,-0.0063,5.00E-04,3.00E-05
20040123,-0.0014,0.0093,-0.0026,3.00E-05
20040126,0.0112,-0.001,-0.0033,3.00E-05
20040127,-0.0096,-3.00E-04,4.00E-04,3.00E-05
20040128,-0.0144,-0.0034,-0.0044,3.00E-05
20040129,0.0025,-0.0096,-0.0084,3.00E-05
20040130,-0.0015,0.003,0.0037,3.00E-05
20040202,0.0027,-0.0031,-0.0026,3.00E-05
20040203,0,-0.0013,-0.0016,3.00E-05
20040204,-0.0097,-0.0157,-0.0052,3.00E-05
20040205,0.0023,0.0046,0.0025,3.00E-05
20040206,0.0139,0.0105,0.0035,3.00E-05
20040209,-0.001,0.0036,0.0021,3.00E-05
20040210,0.0056,0.0058,0.0013,3.00E-05
20040211,0.0104,-0.0039,0.0017,3.00E-05
20040212,-0.0046,-0.0012,-0.0015,3.00E-05
20040213,-0.0057,-0.0071,-0.0018,3.00E-05
20040217,0.0098,0.0035,0.0054,3.00E-05
20040218,-0.0039,-9.00E-04,4.00E-04,3.00E-05
20040219,-0.0054,-0.0103,-7.00E-04,3.00E-05
20040220,-0.003,-0.001,-0.0035,3.00E-05
20040223,-0.0051,-0.012,-0.0011,3.00E-05
20040224,-0.0014,0.0034,-0.0027,3.00E-05
20040225,0.0054,0.005,0.0015,3.00E-05
20040226,0.0029,0.0048,0.0035,3.00E-05
20040227,0.0011,0.0019,0.0036,3.00E-05
20040301,0.0102,0.0052,0.0026,4.00E-05
20040302,-0.0059,-0.0012,0.0018,4.00E-05
20040303,0.0014,-0.0017,-0.002,4.00E-05
20040304,0.0044,0.0081,0.002,4.00E-05
20040305,0.0024,-0.0012,-0.0021,4.00E-05
20040308,-0.0084,-0.0035,0.0023,4.00E-05
20040309,-0.0066,-0.0044,-0.0034,4.00E-05
20040310,-0.015,-0.0028,-0.0045,4.00E-05
20040311,-0.0142,0.0035,-0.0013,4.00E-05
20040312,0.0134,0.0102,0.0021,4.00E-05
20040315,-0.0156,-0.0109,-0.0024,4.00E-05
20040316,0.0043,-0.0063,-0.0012,4.00E-05
20040317,0.0122,0.007,0.0045,4.00E-05
20040318,-0.002,-0.0053,0.0013,4.00E-05
20040319,-0.01,0.0033,0.0026,4.00E-05
20040322,-0.0142,-0.0066,-0.002,4.00E-05
20040323,-9.00E-04,0.0036,4.00E-04,4.00E-05
20040324,-0.0027,-7.00E-04,-0.0014,4.00E-05
20040325,0.0168,0.0077,-0.0029,4.00E-05
20040326,0,0.0034,0.0039,4.00E-05
20040329,0.0134,0.0059,-0.0021,4.00E-05
20040330,0.0047,0.0043,0.0023,4.00E-05
20040331,0,0.0014,0.0018,4.00E-05
20040401,0.0064,0.0027,0,4.00E-05
20040402,0.009,0.0082,8.00E-04,4.00E-05
20040405,0.0079,0.0011,-0.0031,4.00E-05
20040406,-0.0028,-0.0077,0.0021,4.00E-05
20040407,-0.005,0.0092,-0.0018,4.00E-05
20040408,-0.0014,-0.0031,0.0011,4.00E-05
20040412,0.005,0.0024,-0.0029,4.00E-05
20040413,-0.015,-0.0058,-0.0039,4.00E-05
20040414,-0.0021,-0.003,-0.0044,4.00E-05
20040415,-4.00E-04,-0.0024,-0.0038,4.00E-05
20040416,0.0046,-6.00E-04,0.0017,4.00E-05
20040419,0.0022,0.0052,-0.0035,4.00E-05
20040420,-0.0148,-0.0029,0.0013,4.00E-05
20040421,0.006,0.0048,8.00E-04,4.00E-05
20040422,0.0144,9.00E-04,5.00E-04,4.00E-05
20040423,-1.00E-04,-0.0028,-7.00E-04,4.00E-05
20040426,-0.0033,-5.00E-04,-0.0027,4.00E-05
20040427,0.0013,-9.00E-04,-6.00E-04,4.00E-05
20040428,-0.0146,-0.0092,-0.0012,4.00E-05
20040429,-0.0086,-0.0081,-0.0065,4.00E-05
20040430,-0.0066,-0.0084,-1.00E-04,4.00E-05
20040503,0.0085,0,-0.004,3.00E-05
20040504,0.0021,0.0043,0.0016,3.00E-05
20040505,0.0027,-0.0011,-0.0025,3.00E-05
20040506,-0.008,-0.0036,-0.0021,3.00E-05
20040507,-0.0148,-0.0065,-0.0054,3.00E-05
20040510,-0.0129,-0.0053,-0.0048,3.00E-05
20040511,0.0095,0.0085,0.0015,3.00E-05
20040512,0.0012,-0.0022,-1.00E-04,3.00E-05
20040513,-8.00E-04,-0.0026,2.00E-04,3.00E-05
20040514,-0.0017,-0.0062,-3.00E-04,3.00E-05
20040517,-0.0113,-0.004,-0.0034,3.00E-05
20040518,0.0076,0.0034,0.0035,3.00E-05
20040519,-0.0019,3.00E-04,0.0047,3.00E-05
20040520,2.00E-04,-0.0013,0.0011,3.00E-05
20040521,0.0044,0.0044,-1.00E-04,3.00E-05
20040524,0.0029,0.0067,0.0057,3.00E-05
20040525,0.0166,0.0056,4.00E-04,3.00E-05
20040526,0.0029,0.0014,2.00E-04,3.00E-05
20040527,0.0051,-0.0029,-8.00E-04,3.00E-05
20040528,2.00E-04,-3.00E-04,9.00E-04,3.00E-05
20040601,0.0014,0.0067,-4.00E-04,4.00E-05
20040602,0.0031,-0.0023,-0.0015,4.00E-05
20040603,-0.009,-0.0096,-6.00E-04,4.00E-05
20040604,0.0057,0.0038,5.00E-04,4.00E-05
20040607,0.0157,0.0017,0.0033,4.00E-05
20040608,8.00E-04,-0.0017,-5.00E-04,4.00E-05
20040609,-0.0104,-0.0051,3.00E-04,4.00E-05
20040610,0.0036,-0.0029,0.0039,4.00E-05
20040614,-0.0105,-0.0057,-0.0055,4.00E-05
20040615,0.0071,0.0104,0.0022,4.00E-05
20040616,0.0014,0.002,6.00E-04,4.00E-05
20040617,-0.0014,0,0.0012,4.00E-05
20040618,0.0019,-0.002,0.0022,4.00E-05
20040621,-0.0042,0.001,0.0016,4.00E-05
20040622,0.0038,0.0022,5.00E-04,4.00E-05
20040623,0.009,0.0053,0.0019,4.00E-05
20040624,-0.0023,1.00E-04,0.0015,4.00E-05
20040625,-0.0023,0.0124,8.00E-04,4.00E-05
20040628,-0.0025,-6.00E-04,-0.0015,4.00E-05
20040629,0.0031,0.0057,-4.00E-04,4.00E-05
20040630,0.0048,0.0011,0.003,4.00E-05
20040701,-0.0106,-0.005,0.0055,5.00E-05
20040702,-0.0028,0.0019,0.0037,5.00E-05
20040706,-0.0094,-0.0088,0.0103,5.00E-05
20040707,0.0015,-0.0033,0.0025,5.00E-05
20040708,-0.0096,-0.0094,0.0027,5.00E-05
20040709,0.0031,0.0016,-0.0013,5.00E-05
20040712,4.00E-04,-0.0048,0.0039,5.00E-05
20040713,9.00E-04,6.00E-04,0.0014,5.00E-05
20040714,-0.0033,-0.0034,0.005,5.00E-05
20040715,-0.0032,0.0064,6.00E-04,5.00E-05
20040716,-0.0056,-0.0073,0.0066,5.00E-05
20040719,-0.0012,-0.0024,0.0059,5.00E-05
20040720,0.0083,0.0092,-0.0081,5.00E-05
20040721,-0.0149,-0.0121,0.0075,5.00E-05
20040722,0.0014,-0.0046,-0.0053,5.00E-05
20040723,-0.0103,-0.0045,0.0083,5.00E-05
20040726,-0.0039,-0.0071,0.0026,5.00E-05
20040727,0.011,0.01,-0.005,5.00E-05
20040728,-9.00E-04,-0.0063,0.0036,5.00E-05
20040729,0.0066,0.009,-0.0049,5.00E-05
20040730,0.0014,0.0019,-0.0032,5.00E-05
20040802,0.0036,-0.0044,0.0028,5.00E-05
20040803,-0.0075,-0.0088,0.0081,5.00E-05
20040804,-0.002,4.00E-04,2.00E-04,5.00E-05
20040805,-0.0163,-0.0022,0.0048,5.00E-05
20040806,-0.0159,-0.009,0.0073,5.00E-05
20040809,2.00E-04,-0.0038,1.00E-04,5.00E-05
20040810,0.0139,0.0076,-0.0037,5.00E-05
20040811,-0.0029,-0.0039,0.0014,5.00E-05
20040812,-0.0118,-0.005,0.0027,5.00E-05
20040813,0.001,-5.00E-04,4.00E-04,5.00E-05
20040816,0.014,0.0038,4.00E-04,5.00E-05
20040817,0.003,0.0012,-0.006,5.00E-05
20040818,0.0134,0.0075,-0.0078,5.00E-05
20040819,-0.0038,-0.0026,0.0023,5.00E-05
20040820,0.0079,0.009,-0.003,5.00E-05
20040823,-0.0032,-0.0037,-0.0031,5.00E-05
20040824,3.00E-04,0.0015,0.0014,5.00E-05
20040825,0.0084,0.0014,-0.005,5.00E-05
20040826,-5.00E-04,-0.0049,0.0039,5.00E-05
20040827,0.0033,0.0049,-0.0022,5.00E-05
20040830,-0.0086,-0.0045,0.0037,5.00E-05
20040831,0.0048,4.00E-04,0.0015,5.00E-05
20040901,0.003,0.0056,-0.004,5.00E-05
20040902,0.0109,0.0026,-0.0016,5.00E-05
20040903,-0.0045,-0.0025,0.0042,5.00E-05
20040907,0.0073,0.0032,4.00E-04,5.00E-05
20040908,-0.0048,-0.0034,1.00E-04,5.00E-05
20040909,0.0034,0.0122,-0.0037,5.00E-05
20040910,0.0053,0.0014,-0.0065,5.00E-05
20040913,0.003,0.0041,-0.0048,5.00E-05
20040914,0.0019,-0.0045,-0.0017,5.00E-05
20040915,-0.0067,0.0017,0.0033,5.00E-05
20040916,0.0036,0.0044,0.0035,5.00E-05
20040917,0.0035,-0.0054,-1.00E-04,5.00E-05
20040920,-0.0051,0.0019,7.00E-04,5.00E-05
20040921,0.0066,0.0036,-8.00E-04,5.00E-05
20040922,-0.0137,-0.0047,0.0055,5.00E-05
20040923,-0.0037,0.0039,-8.00E-04,5.00E-05
20040924,0.0014,-0.002,0.0036,5.00E-05
20040927,-0.0071,-0.0063,0.0036,5.00E-05
20040928,0.0063,0.0064,-0.0024,5.00E-05
20040929,0.005,0.0067,-0.0066,5.00E-05
20040930,6.00E-04,0.001,0.0052,5.00E-05
20041001,0.0148,0.0058,-0.0014,5.00E-05
20041004,0.0038,0.0035,-0.0016,5.00E-05
20041005,-0.0011,-0.0018,8.00E-04,5.00E-05
20041006,0.0069,0.0012,0.0014,5.00E-05
20041007,-0.0105,-0.0061,0.003,5.00E-05
20041008,-0.008,-0.0049,0.0062,5.00E-05
20041011,0.0023,0.002,-0.0045,5.00E-05
20041012,-0.0023,-6.00E-04,0.0027,5.00E-05
20041013,-0.0075,-0.0036,-0.0037,5.00E-05
20041014,-0.0092,9.00E-04,-0.0034,5.00E-05
20041015,0.0045,0.0027,5.00E-04,5.00E-05
20041018,0.0051,1.00E-04,-0.0079,5.00E-05
20041019,-0.0092,0.0014,-0.0053,5.00E-05
20041020,0.0011,0.0049,-0.0013,5.00E-05
20041021,0.0037,0.0076,-6.00E-04,5.00E-05
20041022,-0.01,-0.0059,0.0064,5.00E-05
20041025,-3.00E-04,0.0066,0.005,5.00E-05
20041026,0.0136,-0.006,0.0065,5.00E-05
20041027,0.0139,0.0038,-0.0112,5.00E-05
20041028,0.0013,-0.0034,-6.00E-04,5.00E-05
20041029,0.0018,-0.0053,0.0024,5.00E-05
20041101,6.00E-04,0.0037,6.00E-04,7.00E-05
20041102,-1.00E-04,-0.0015,-1.00E-04,7.00E-05
20041103,0.0117,0.0045,-5.00E-04,7.00E-05
20041104,0.0151,-0.0065,0.0028,7.00E-05
20041105,0.0044,0.0028,-0.0032,7.00E-05
20041108,-0.0013,-0.0026,3.00E-04,7.00E-05
20041109,5.00E-04,0.0069,-2.00E-04,7.00E-05
20041110,-1.00E-04,0.0047,0.0028,7.00E-05
20041111,0.009,0.001,-0.0022,7.00E-05
20041112,0.0086,-2.00E-04,-0.001,7.00E-05
20041115,7.00E-04,0.0034,-0.0026,7.00E-05
20041116,-0.0066,-0.0018,0.0031,7.00E-05
20041117,0.0064,0.0032,-0.0011,7.00E-05
20041118,5.00E-04,-0.0018,5.00E-04,7.00E-05
20041119,-0.0111,-0.0017,0.0074,7.00E-05
20041122,0.006,0.0047,0.0036,7.00E-05
20041123,6.00E-04,0.003,0.0035,7.00E-05
20041124,0.0047,0.0031,0.0012,7.00E-05
20041126,0.0012,0.0017,0.003,7.00E-05
20041129,-0.0021,0.0086,-0.0015,7.00E-05
20041130,-0.0037,0.0016,0.0011,7.00E-05
20041201,0.0148,6.00E-04,-0.0076,7.00E-05
20041202,-7.00E-04,0.0011,-0.0057,7.00E-05
20041203,4.00E-04,-0.0017,0.0011,7.00E-05
20041206,-0.0013,-0.004,-7.00E-04,7.00E-05
20041207,-0.0116,-0.009,0.0036,7.00E-05
20041208,0.0046,0.0042,-0.0041,7.00E-05
20041209,0.0044,-0.0075,0.0014,7.00E-05
20041210,-1.00E-04,0.0046,0.0018,7.00E-05
20041213,0.0086,-3.00E-04,-4.00E-04,7.00E-05
20041214,0.0045,0.0051,-0.0019,7.00E-05
20041215,0.0033,0.0039,0.0047,7.00E-05
20041216,-0.0028,-0.0043,0.0034,7.00E-05
20041217,-0.0055,0.0049,0.0045,7.00E-05
20041220,-0.0013,-0.0059,0.0039,7.00E-05
20041221,0.0092,0.0026,-5.00E-04,7.00E-05
20041222,0.0039,4.00E-04,-0.0015,7.00E-05
20041223,9.00E-04,0.0021,-0.0021,7.00E-05
20041227,-0.0045,-0.0021,2.00E-04,7.00E-05
20041228,0.0083,0.0076,-0.0016,7.00E-05
20041229,1.00E-04,-5.00E-04,-3.00E-04,7.00E-05
20041230,4.00E-04,-3.00E-04,-0.0011,7.00E-05
20041231,-0.0014,-1.00E-04,0.002,7.00E-05
20050103,-0.0097,-0.0062,-4.00E-04,8.00E-05
20050104,-0.013,-0.0058,0.0044,8.00E-05
20050105,-0.0051,-0.0111,0,8.00E-05
20050106,0.0034,-0.0014,0.0013,8.00E-05
20050107,-0.0022,-0.0076,-2.00E-04,8.00E-05
20050110,0.0042,0.0027,4.00E-04,8.00E-05
20050111,-0.0068,-0.0035,0.003,8.00E-05
20050112,0.0038,-4.00E-04,-0.0016,8.00E-05
20050113,-0.0077,0.0013,0.0038,8.00E-05
20050114,0.0066,0.0055,7.00E-04,8.00E-05
20050118,0.0097,0.0016,-0.0017,8.00E-05
20050119,-0.0097,-0.0013,0.0048,8.00E-05
20050120,-0.0077,-0.0012,-5.00E-04,8.00E-05
20050121,-0.0056,0.0029,0.0025,8.00E-05
20050124,-0.0049,-0.008,0.0062,8.00E-05
20050125,0.0034,0.002,-0.0037,8.00E-05
20050126,0.0062,0.0095,-0.0021,8.00E-05
20050127,8.00E-04,0.0017,4.00E-04,8.00E-05
20050128,-0.003,-0.0026,0.0018,8.00E-05
20050131,0.0097,0.0078,0.0016,8.00E-05
20050201,0.0069,-8.00E-04,0.0019,9.00E-05
20050202,0.0036,0.0025,0.0017,9.00E-05
20050203,-0.0027,-0.0017,0.004,9.00E-05
20050204,0.0112,0.0012,-0.0056,9.00E-05
20050207,-0.0011,0.0013,-3.00E-04,9.00E-05
20050208,8.00E-04,0.0024,-0.0017,9.00E-05
20050209,-0.01,-0.0118,0.0073,9.00E-05
20050210,0.0035,-0.0033,5.00E-04,9.00E-05
20050211,0.0077,0.0043,-0.003,9.00E-05
20050214,9.00E-04,-1.00E-04,0.0013,9.00E-05
20050215,0.0028,-0.0036,-1.00E-04,9.00E-05
20050216,7.00E-04,0.0042,0.0039,9.00E-05
20050217,-0.0079,-0.003,0.002,9.00E-05
20050218,1.00E-04,-8.00E-04,-5.00E-04,9.00E-05
20050222,-0.0147,-0.0031,-0.0012,9.00E-05
20050223,0.0053,-0.0014,0.0024,9.00E-05
20050224,0.0083,0.0024,-0.0023,9.00E-05
20050225,0.0097,0.0038,0.0038,9.00E-05
20050228,-0.0061,0.0027,4.00E-04,9.00E-05
20050301,0.0058,0.0011,2.00E-04,1.00E-04
20050302,-1.00E-04,-0.0018,5.00E-04,1.00E-04
20050303,-1.00E-04,9.00E-04,0.0055,1.00E-04
20050304,0.0089,-3.00E-04,0.0032,1.00E-04
20050307,0.0027,-0.0038,0,1.00E-04
20050308,-0.0054,-0.004,-6.00E-04,1.00E-04
20050309,-0.0096,6.00E-04,-7.00E-04,1.00E-04
20050310,1.00E-04,-0.0083,-0.0021,1.00E-04
20050311,-0.0055,0.0056,0.0051,1.00E-04
20050314,0.0061,-0.0022,0.0011,1.00E-04
20050315,-0.0067,0.002,0.0027,1.00E-04
20050316,-0.0084,0.0022,0.0012,1.00E-04
20050317,0.0019,5.00E-04,0.0052,1.00E-04
20050318,-0.0013,-0.0031,-4.00E-04,1.00E-04
20050321,-0.0038,0.0037,-0.002,1.00E-04
20050322,-0.0092,0.0069,-0.0012,1.00E-04
20050323,-0.0012,-0.0091,-0.005,1.00E-04
20050324,1.00E-04,0.0045,-8.00E-04,1.00E-04
20050328,0.0015,-0.0023,-3.00E-04,1.00E-04
20050329,-0.0086,-0.0083,7.00E-04,1.00E-04
20050330,0.0135,0.0012,-0.0022,1.00E-04
20050331,0,-5.00E-04,0.0064,1.00E-04
20050401,-0.0064,1.00E-04,0.0042,1.00E-04
20050404,0.0029,0,0.0019,1.00E-04
20050405,0.004,-0.0014,-0.0025,1.00E-04
20050406,0.0022,-0.0011,3.00E-04,1.00E-04
20050407,0.0057,1.00E-04,-0.0017,1.00E-04
20050408,-0.0088,-0.0045,4.00E-04,1.00E-04
20050411,-9.00E-04,-0.0065,3.00E-04,1.00E-04
20050412,0.0056,0.0024,-9.00E-04,1.00E-04
20050413,-0.0122,-0.0034,-0.0017,1.00E-04
20050414,-0.011,-0.0056,-0.0026,1.00E-04
20050415,-0.0159,-0.0012,-0.0037,1.00E-04
20050418,0.0029,0.0032,0.0023,1.00E-04
20050419,0.0075,0.0083,0.0012,1.00E-04
20050420,-0.0135,-0.0023,6.00E-04,1.00E-04
20050421,0.0187,0.0032,-0.0057,1.00E-04
20050422,-0.0083,-0.0084,0.0043,1.00E-04
20050425,0.0093,6.00E-04,0,1.00E-04
20050426,-0.0088,-0.0052,-0.0013,1.00E-04
20050427,0.003,-0.0054,-0.0024,1.00E-04
20050428,-0.012,-0.0099,0.0037,1.00E-04
20050429,0.0104,-0.0039,-3.00E-04,1.00E-04
20050502,0.0052,0.0047,6.00E-04,0.00011
20050503,-4.00E-04,-1.00E-04,-0.0031,0.00011
20050504,0.0128,0.0027,0.0041,0.00011
20050505,-0.0019,0.003,-0.0039,0.00011
20050506,-3.00E-04,0.0033,0.0016,0.00011
20050509,0.0061,0.0031,-4.00E-04,0.00011
20050510,-0.0103,-0.0015,2.00E-04,0.00011
20050511,0.0039,-0.0041,-0.0013,0.00011
20050512,-0.0102,-0.0018,-0.0074,0.00011
20050513,-0.005,-7.00E-04,-0.0067,0.00011
20050516,0.0103,0.0049,-0.0017,0.00011
20050517,0.0066,-0.0023,0.0029,0.00011
20050518,0.0115,0.0095,-0.0027,0.00011
20050519,0.0047,-0.001,-8.00E-04,0.00011
20050520,-0.0013,-4.00E-04,0.0025,0.00011
20050523,0.0043,0.002,-2.00E-04,0.00011
20050524,5.00E-04,1.00E-04,0,0.00011
20050525,-0.0044,-0.0057,0.0019,0.00011
20050526,0.0074,0.0065,8.00E-04,0.00011
20050527,0.0018,0.001,0.0031,0.00011
20050531,-0.0049,0.0047,0.0028,0.00011
20050601,0.009,0.0018,-1.00E-04,1.00E-04
20050602,0.0024,0.0014,-0.0024,1.00E-04
20050603,-0.0067,-0.002,0.0048,1.00E-04
20050606,0.0014,0.0032,0.0013,1.00E-04
20050607,-3.00E-04,0.0015,9.00E-04,1.00E-04
20050608,-0.0028,-0.0039,0.0036,1.00E-04
20050609,0.0058,0.0031,-0.0011,1.00E-04
20050610,-0.0021,0.0011,0.0054,1.00E-04
20050613,0.0028,0.0014,0.0017,1.00E-04
20050614,0.0031,0.0049,0.0039,1.00E-04
20050615,0.0022,0.0023,0.0021,1.00E-04
20050616,0.0046,0.0063,-0.003,1.00E-04
20050617,0.0036,-0.006,0.002,1.00E-04
20050620,-7.00E-04,-0.0032,9.00E-04,1.00E-04
20050621,-0.0018,0.0011,-5.00E-04,1.00E-04
20050622,5.00E-04,0.0028,-0.001,1.00E-04
20050623,-0.0107,-0.0043,0.0014,1.00E-04
20050624,-0.0072,-4.00E-04,0.0012,1.00E-04
20050627,-7.00E-04,-0.0012,0.0055,1.00E-04
20050628,0.0105,0.011,-0.0051,1.00E-04
20050629,-7.00E-04,0.0031,0.0012,1.00E-04
20050630,-0.0063,0.002,0.0027,1.00E-04
20050701,0.0032,0.0011,0.003,0.00012
20050705,0.0092,0.0058,-0.0019,0.00012
20050706,-0.0073,7.00E-04,7.00E-04,0.00012
20050707,0.0026,-0.0011,-0.0024,0.00012
20050708,0.0121,0.0078,-0.0055,0.00012
20050711,0.0069,0.0078,-0.0013,0.00012
20050712,0.002,-0.0028,-4.00E-04,0.00012
20050713,2.00E-04,-0.0041,7.00E-04,0.00012
20050714,0.0014,-0.0066,-0.0044,0.00012
20050715,0.0012,-3.00E-04,-3.00E-04,0.00012
20050718,-0.0055,-0.0016,0.001,0.00012
20050719,0.0075,0.0091,-0.0011,0.00012
20050720,0.0054,0.0078,-0.0026,0.00012
20050721,-0.0074,-0.0061,0.0015,0.00012
20050722,0.0057,0.0094,0.0054,0.00012
