date,mkt.rf,smb,hml,rf
20080924,-0.0032,-0.0105,-0.0076,7.00E-05
20080925,0.017,-0.0116,0.0065,7.00E-05
20080926,0.0011,-0.009,0.0095,7.00E-05
20080929,-0.0826,0.034,-0.0367,7.00E-05
20080930,0.0488,-0.0367,0.0285,7.00E-05
20081001,-0.0047,-0.0082,0.0278,4.00E-05
20081002,-0.042,-0.0059,0.0063,4.00E-05
20081003,-0.0147,-0.0083,-0.0124,4.00E-05
20081006,-0.0395,-6.00E-04,0.0045,4.00E-05
20081007,-0.0576,0.0107,-0.034,4.00E-05
20081008,-0.0127,-0.0021,-0.022,4.00E-05
20081009,-0.0736,-0.0024,-0.0254,4.00E-05
20081010,-0.0095,0.0383,0.0301,4.00E-05
20081013,0.1135,-0.0242,-0.0236,4.00E-05
20081014,-0.0086,-0.0299,0.0443,4.00E-05
20081015,-0.0878,0.0024,0.0082,4.00E-05
20081016,0.0432,0.0217,-0.0164,4.00E-05
20081017,-0.0041,-0.0078,-0.0077,4.00E-05
20081020,0.0455,-0.0124,-0.0087,4.00E-05
20081021,-0.0295,6.00E-04,0.0057,4.00E-05
20081022,-0.0576,0.009,0.0013,4.00E-05
20081023,0.0029,-0.0335,-0.0086,4.00E-05
20081024,-0.0328,-9.00E-04,-0.0035,4.00E-05
20081027,-0.0336,-0.0086,0.0035,4.00E-05
20081028,0.0977,-0.0375,0.0027,4.00E-05
20081029,-0.0047,0.0282,-0.0139,4.00E-05
20081030,0.0299,0.0201,-0.0064,4.00E-05
20081031,0.0188,0.0228,0.0196,4.00E-05
20081103,-5.00E-04,0.0013,0.0059,1.00E-05
20081104,0.0357,-0.0261,0.002,1.00E-05
20081105,-0.0505,0.002,-0.0146,1.00E-05
20081106,-0.0483,0.0155,-0.0041,1.00E-05
20081107,0.0262,-0.0115,-0.0078,1.00E-05
20081110,-0.0132,-0.007,-0.0204,1.00E-05
20081111,-0.0225,0.0016,2.00E-04,1.00E-05
20081112,-0.0514,-0.005,-0.0107,1.00E-05
20081113,0.0679,0.0076,-0.0011,1.00E-05
20081114,-0.0427,-0.0223,3.00E-04,1.00E-05
20081117,-0.0243,0.0182,-0.0162,1.00E-05
20081118,0.007,-0.0127,-0.0069,1.00E-05
20081119,-0.0629,-3.00E-04,-0.0309,1.00E-05
20081120,-0.066,0.017,-0.0249,1.00E-05
20081121,0.0611,-0.0125,-0.0204,1.00E-05
20081124,0.0627,-0.0132,0.0465,1.00E-05
20081125,0.0094,6.00E-04,0.0227,1.00E-05
20081126,0.0388,0.0166,0.0024,1.00E-05
20081128,0.0106,-0.0066,0.0191,1.00E-05
20081201,-0.0895,-0.0074,-0.0352,0
20081202,0.0397,0.0067,0.0254,0
20081203,0.0263,-0.0022,0.0147,0
20081204,-0.029,2.00E-04,0.0125,0
20081205,0.0375,8.00E-04,0.0177,0
20081208,0.038,-0.0037,0.0015,0
20081209,-0.0223,-0.0059,-0.0122,0
20081210,0.012,0.0105,-0.0098,0
20081211,-0.0293,-0.0118,-0.022,0
20081212,0.0096,0.023,0.006,0
20081215,-0.0154,-0.0127,-0.0126,0
20081216,0.0515,-0.0018,0.0241,0
20081217,-0.0062,0.0173,-0.0051,0
20081218,-0.0183,0.0091,-0.0034,0
20081219,0.0035,0.0072,-3.00E-04,0
20081222,-0.0187,0,-0.0075,0
20081223,-0.0089,-0.0011,-0.009,0
20081224,0.0051,-0.0033,0.0059,0
20081226,0.0063,0.0058,7.00E-04,0
20081229,-0.0056,-0.0141,-3.00E-04,0
20081230,0.0247,0.0056,0.0098,0
20081231,0.017,0.0154,0.0077,0
20090102,0.0311,-0.0132,-0.0036,0
20090105,-0.0028,0.0065,-0.0112,0
20090106,0.0087,0.0101,0.0087,0
20090107,-0.0296,0.0032,-0.0111,0
20090108,0.0047,0.0072,0.0041,0
20090109,-0.0221,-0.0143,-0.0111,0
20090112,-0.0228,0.003,-0.0181,0
20090113,0.0028,0.0042,0.0021,0
20090114,-0.0338,-0.0054,-0.0124,0
20090115,0.0039,0.0226,-0.0225,0
20090116,0.0074,0.0044,-0.0102,0
20090120,-0.0534,0.0012,-0.039,0
20090121,0.0421,-0.012,0.0253,0
20090122,-0.0162,-0.0101,-0.0161,0
20090123,0.0044,-0.0049,0.009,0
20090126,0.0054,0.0076,-0.006,0
20090127,0.0108,-0.0042,0.0032,0
20090128,0.0332,-0.0059,0.0263,0
20090129,-0.0323,-0.0015,-0.0229,0
20090130,-0.0216,0.0019,-0.0119,0
20090202,6.00E-04,0.0129,-0.0051,1.00E-05
20090203,0.0146,-0.0019,-0.0235,1.00E-05
20090204,-0.006,-0.0023,-0.0043,1.00E-05
20090205,0.0161,0.0014,-0.0024,1.00E-05
20090206,0.0279,-3.00E-04,0.0219,1.00E-05
20090209,3.00E-04,-0.0093,0.002,1.00E-05
20090210,-0.0462,0.0106,-0.0278,1.00E-05
20090211,0.0075,-0.0076,0.0125,1.00E-05
20090212,0.003,0.0032,-0.0059,1.00E-05
20090213,-0.0085,0.0097,-0.0144,1.00E-05
20090217,-0.0436,0.01,-0.023,1.00E-05
20090218,-0.0033,-0.0093,-0.0071,1.00E-05
20090219,-0.0115,-4.00E-04,-0.0199,1.00E-05
20090220,-0.0116,-2.00E-04,-0.0099,1.00E-05
20090223,-0.0343,-0.0047,0.0087,1.00E-05
20090224,0.04,-0.0096,0.0293,1.00E-05
20090225,-0.0115,-0.0145,0.0018,1.00E-05
20090226,-0.0153,-0.0042,0.0128,1.00E-05
20090227,-0.0201,0.018,-0.0212,1.00E-05
20090302,-0.0475,-0.0025,-0.0028,1.00E-05
20090303,-0.0071,-0.0069,-0.0242,1.00E-05
20090304,0.0242,0.0053,-0.0098,1.00E-05
20090305,-0.0421,-0.0048,-0.0299,1.00E-05
20090306,0.002,0.0041,-0.0066,1.00E-05
20090309,-0.0109,-0.0093,0.0033,1.00E-05
20090310,0.0635,-0.0091,0.0415,1.00E-05
20090311,0.003,-0.0055,0.0057,1.00E-05
20090312,0.0416,0.0112,0.026,1.00E-05
20090313,0.0073,0.0017,0.0055,1.00E-05
20090316,-0.0055,-0.0103,0.0042,1.00E-05
20090317,0.032,0.0068,0.0141,1.00E-05
20090318,0.0218,9.00E-04,0.0396,1.00E-05
20090319,-0.0103,0.01,-0.0253,1.00E-05
20090320,-0.0195,-0.0036,-0.0079,1.00E-05
20090323,0.0689,-0.0065,0.0403,1.00E-05
20090324,-0.0193,-0.0115,-0.0153,1.00E-05
20090325,0.0094,0.0096,0.013,1.00E-05
20090326,0.0268,0.019,-1.00E-04,1.00E-05
20090327,-0.0206,-0.0135,0.0028,1.00E-05
20090330,-0.0347,0.0174,-0.0383,1.00E-05
20090331,0.0129,-0.0056,0.0152,1.00E-05
20090401,0.0165,-0.005,0.0147,1.00E-05
20090402,0.0307,0.0193,0.0049,1.00E-05
20090403,0.0102,-0.0012,0.0086,1.00E-05
20090406,-0.0092,-0.0066,-0.0048,1.00E-05
20090407,-0.0242,-0.0073,-0.0019,1.00E-05
20090408,0.0128,0.0106,9.00E-04,1.00E-05
20090409,0.0391,0.0036,0.0433,1.00E-05
20090413,0.0026,-0.0092,0.0227,1.00E-05
20090414,-0.0202,-7.00E-04,-0.0284,1.00E-05
20090415,0.0112,-0.0015,0.0232,1.00E-05
20090416,0.0169,0.0123,0.0013,1.00E-05
20090417,0.0055,0.0086,0.0026,1.00E-05
20090420,-0.0432,5.00E-04,-0.0422,1.00E-05
20090421,0.0219,0.0079,0.0308,1.00E-05
20090422,-0.0061,0.0147,-0.011,1.00E-05
20090423,0.0066,-0.0183,0.0024,1.00E-05
20090424,0.0177,0.008,0.0017,1.00E-05
20090427,-0.0095,-0.0046,-0.0171,1.00E-05
20090428,-0.002,0.0092,7.00E-04,1.00E-05
20090429,0.0241,0.0075,0.0118,1.00E-05
20090430,-4.00E-04,-0.0042,-0.0064,1.00E-05
20090501,0.0045,-0.0048,-0.0025,0
20090504,0.0336,-0.0039,0.0293,0
20090505,-0.0027,0.0019,-0.0015,0
20090506,0.0145,-0.0207,0.0263,0
20090507,-0.0142,-0.0077,-0.008,0
20090508,0.0248,0.0026,0.0276,0
20090511,-0.0201,0.0121,-0.0245,0
20090512,-0.0031,-0.0079,-0.0163,0
20090513,-0.0291,-0.0152,-0.0147,0
20090514,0.0111,0.005,0.0096,0
20090515,-0.0102,0.0056,-0.0113,0
20090518,0.0313,0.0035,0.0193,0
20090519,-4.00E-04,0.002,-0.0121,0
20090520,-0.0048,-2.00E-04,-0.011,0
20090521,-0.0168,-0.0011,0.0035,0
20090522,-0.0015,-0.0034,-0.0057,0
20090526,0.0278,0.0152,0.0062,0
20090527,-0.018,0.0025,-0.0129,0
20090528,0.0135,-0.0137,0.0045,0
20090529,0.0138,0.0056,-0.0021,0
20090601,0.0272,0.0156,-0.0072,0
20090602,0.0029,0.0085,-0.0019,0
20090603,-0.0139,0.0078,-0.0084,0
20090604,0.0118,0.0015,0.0108,0
20090605,-0.0019,0.0013,-0.0055,0
20090608,-0.002,-0.0097,0.006,0
20090609,0.0049,0.0034,-0.0028,0
20090610,-0.0035,-0.0033,-0.0047,0
20090611,0.0063,-0.0021,0.0026,0
20090612,3.00E-04,-0.0019,1.00E-04,0
20090615,-0.0238,-0.003,-0.0033,0
20090616,-0.0133,-9.00E-04,-0.0026,0
20090617,-8.00E-04,0.009,-0.0098,0
20090618,0.0074,-0.0064,0.0041,0
20090619,0.0035,0.0029,0.001,0
20090622,-0.0308,-0.0037,-0.0071,0
20090623,8.00E-04,-0.011,0.0014,0
20090624,0.0078,0.0027,-0.0018,0
20090625,0.0219,0.0081,4.00E-04,0
20090626,4.00E-04,0.0157,0.0013,0
20090629,0.0082,-0.0109,0.0035,0
20090630,-0.0074,0.0025,-0.0019,0
20090701,0.0054,0.0149,0.0019,1.00E-05
20090702,-0.0289,-0.006,-0.0103,1.00E-05
20090706,-3.00E-04,-0.0094,-0.0098,1.00E-05
20090707,-0.0193,3.00E-04,-0.0015,1.00E-05
20090708,-0.002,-0.0055,-0.0111,1.00E-05
20090709,0.0035,-0.0058,0.0125,1.00E-05
20090710,-0.0035,0.0094,-0.005,1.00E-05
20090713,0.0243,-0.0068,0.0181,1.00E-05
20090714,0.0059,0.0032,0.0063,1.00E-05
20090715,0.0298,0.0056,0.0141,1.00E-05
20090716,0.0094,0.0046,-0.0011,1.00E-05
20090717,-5.00E-04,-0.0023,-4.00E-04,1.00E-05
20090720,0.0119,0.0033,0.0037,1.00E-05
20090721,0.0031,-0.0053,-0.0081,1.00E-05
20090722,8.00E-04,0.0061,0.0034,1.00E-05
20090723,0.0237,0.0059,0.0109,1.00E-05
20090724,0.0038,0.0031,0.0015,1.00E-05
20090727,0.003,9.00E-04,0.0098,1.00E-05
20090728,-0.002,0.0029,-0.0034,1.00E-05
20090729,-0.0046,-0.0013,-0.0082,1.00E-05
20090730,0.0124,0.0031,0.0145,1.00E-05
20090731,5.00E-04,-0.0017,0.0127,1.00E-05
20090803,0.0163,0.001,0.0168,1.00E-05
20090804,0.0032,0.0043,0.0083,1.00E-05
20090805,-0.003,-0.0111,0.017,1.00E-05
20090806,-0.0062,-0.0098,5.00E-04,1.00E-05
20090807,0.0144,0.0098,0.0118,1.00E-05
20090810,-0.0032,0.0047,0.0027,1.00E-05
20090811,-0.0125,-7.00E-04,-0.0114,1.00E-05
20090812,0.0121,0.0044,0.0055,1.00E-05
20090813,0.0073,-0.003,0.0111,1.00E-05
20090814,-0.0097,-0.0121,-0.0028,1.00E-05
20090817,-0.0246,-0.0011,-0.0169,1.00E-05
20090818,0.0111,0.0047,0.013,1.00E-05
20090819,0.0072,0.0044,-0.0039,1.00E-05
20090820,0.01,-4.00E-04,0.0084,1.00E-05
20090821,0.0183,0.0036,0.0068,1.00E-05
20090824,-9.00E-04,6.00E-04,-0.0028,1.00E-05
20090825,0.0027,0.0017,0.0065,1.00E-05
20090826,-1.00E-04,0.0014,0.0011,1.00E-05
20090827,0.0021,-0.0015,0.0053,1.00E-05
20090828,-0.0019,-0.0037,0.0054,1.00E-05
20090831,-0.0086,-0.0048,-0.0063,1.00E-05
20090901,-0.0215,0.001,-0.0203,0
20090902,-0.0028,0.0014,-0.007,0
20090903,0.0093,3.00E-04,0.0109,0
20090904,0.0131,0.0026,0.0027,0
20090908,0.0088,0.002,9.00E-04,0
20090909,0.009,0.008,0.0067,0
20090910,0.0108,0.0046,0.0093,0
20090911,-0.001,0.0013,-9.00E-04,0
20090914,0.0065,9.00E-04,0.0064,0
20090915,0.0044,0.0058,0.006,0
20090916,0.0155,0.0041,0.013,0
20090917,-0.003,-7.00E-04,-0.0034,0
20090918,0.0023,0.001,-0.002,0
20090921,-0.0027,-0.0017,-0.0067,0
20090922,0.0066,-9.00E-04,0.015,0
20090923,-0.01,0.0015,-0.0088,0
20090924,-0.0107,-0.0066,-0.0134,0
20090925,-0.0064,0.0019,-0.0051,0
20090928,0.0179,0.0036,0.0104,0
20090929,-0.0012,-6.00E-04,0.0036,0
20090930,-0.004,-0.0055,-0.0062,0
20091001,-0.0263,-0.006,-0.0137,0
20091002,-0.0049,-0.0031,-0.0014,0
20091005,0.0154,9.00E-04,0.0183,0
20091006,0.0142,0.0053,0.0024,0
20091007,0.0028,-0.0037,0.0056,0
20091008,0.0082,0.003,0.0034,0
20091009,0.0059,0.006,-0.0022,0
20091012,0.0036,-0.0052,0.0033,0
20091013,-0.0022,0.0012,-0.0018,0
20091014,0.0173,4.00E-04,0.0112,0
20091015,0.0035,-0.0023,-0.0045,0
20091016,-0.0082,-1.00E-04,-0.0127,0
20091019,0.0092,8.00E-04,2.00E-04,0
20091020,-0.0069,-0.007,-0.0048,0
20091021,-0.009,-9.00E-04,-0.0054,0
20091022,0.0105,3.00E-04,0.0065,0
20091023,-0.0123,-0.008,-0.0102,0
20091026,-0.012,2.00E-04,-0.0135,0
20091027,-0.0051,-0.0062,-0.006,0
20091028,-0.0216,-0.0149,-0.014,0
20091029,0.022,-0.0025,0.0164,0
20091030,-0.028,-7.00E-04,-0.0187,0
20091102,0.0054,-0.0079,-0.0033,0
20091103,0.0045,0.0105,0.0075,0
20091104,3.00E-04,-0.0105,-0.0049,0
20091105,0.0207,0.0114,0.0063,0
20091106,0.0024,-0.0023,-0.0045,0
20091109,0.0217,-0.0043,0.0135,0
20091110,-5.00E-04,-0.008,-8.00E-04,0
20091111,0.0052,0.0031,0.0031,0
20091112,-0.0112,-0.0089,-0.0076,0
20091113,0.0061,0.0036,-4.00E-04,0
20091116,0.0154,0.013,0.002,0
20091117,0.0014,-0.0021,-4.00E-04,0
20091118,-0.0013,-0.0049,0.0044,0
20091119,-0.0139,-0.0079,-0.0059,0
20091120,-0.0033,0.002,-0.0047,0
20091123,0.013,0.0039,-9.00E-04,0
20091124,-9.00E-04,-0.0012,-0.0043,0
20091125,0.0047,-0.0042,0.0012,0
20091127,-0.0174,-0.0055,-0.0077,0
20091130,0.0028,-0.0039,0.0074,0
20091201,0.0128,0.0063,-0.0027,0
20091202,0.0018,0.0103,-0.003,0
20091203,-0.0086,-0.0027,-0.0034,0
20091204,0.007,0.0153,0.0075,0
20091207,-0.0015,0.0051,-0.0027,0
20091208,-0.0097,6.00E-04,-0.0013,0
20091209,0.0032,-0.0019,1.00E-04,0
20091210,0.005,-0.0096,-0.001,0
20091211,0.0043,0.0028,0.0047,0
20091214,0.008,0.0063,0.0034,0
20091215,-0.0048,0.0031,-0.0059,0
20091216,0.0019,0.0045,0.0073,0
20091217,-0.0118,0.0025,-0.0033,0
20091218,0.0068,0.0022,0.0024,0
20091221,0.0103,0.0015,0.0033,0
20091222,0.0043,0.0058,-0.001,0
20091223,0.0036,0.0091,-0.0039,0
20091224,0.0051,-8.00E-04,0.002,0
20091228,8.00E-04,-0.0012,-0.0028,0
20091229,-9.00E-04,0.0011,-8.00E-04,0
20091230,0,-6.00E-04,-9.00E-04,0
20091231,-0.0099,-0.002,0.0032,0
20100104,0.0169,0.0058,0.0112,0
20100105,0.0031,-0.0058,0.0122,0
20100106,0.0013,-0.0025,0.0052,0
20100107,0.004,8.00E-04,0.0094,0
20100108,0.0033,0.004,1.00E-04,0
20100111,0.0013,-0.0013,-0.0021,0
20100112,-0.01,-0.0019,-0.0131,0
20100113,0.0085,0.0027,0.0034,0
20100114,0.0024,0.0028,5.00E-04,0
20100115,-0.0112,-0.0013,-0.004,0
20100119,0.0126,0.0043,-0.0016,0
20100120,-0.0098,-0.0059,0.0025,0
20100121,-0.0174,0.0041,-0.0115,0
20100122,-0.0214,0.0055,-0.0082,0
20100125,0.0037,-0.002,0.0034,0
20100126,-0.0045,-9.00E-04,-0.0046,0
20100127,0.0053,0.0023,0.0016,0
20100128,-0.0118,-0.0067,0.0046,0
20100129,-0.0097,-4.00E-04,-0.0045,0
20100201,0.0139,-0.002,0.0091,0
20100202,0.0121,-0.0042,0.0066,0
20100203,-0.0049,0.0011,-0.0038,0
20100204,-0.0314,-0.0015,-0.0119,0
20100205,0.0029,-5.00E-04,-6.00E-04,0
20100208,-0.0079,5.00E-04,-0.0036,0
20100209,0.0133,0.0032,0.0059,0
20100210,-0.0017,0.0025,0.0029,0
20100211,0.0113,0.0071,7.00E-04,0
20100212,-7.00E-04,0.0097,0.0014,0
20100216,0.0175,-0.0028,0.0102,0
20100217,0.0049,0.0011,0.0012,0
20100218,0.0062,0.0011,1.00E-04,0
20100219,0.0028,5.00E-04,0.0048,0
20100222,-5.00E-04,-4.00E-04,0.0057,0
20100223,-0.0124,0.0027,-0.0094,0
20100224,0.0094,-0.0034,0.0053,0
20100225,-0.0013,0.0024,0.0028,0
20100226,0.0013,-0.0055,0.0039,0
20100301,0.012,0.0122,7.00E-04,0
20100302,0.0032,0.0061,0.0018,0
20100303,9.00E-04,0.0017,9.00E-04,0
20100304,0.0037,9.00E-04,0.0023,0
20100305,0.0143,0.004,0.0061,0
20100308,2.00E-04,8.00E-04,0.0026,0
20100309,0.0021,0.0025,-0.001,0
20100310,0.0053,5.00E-04,0.0069,0
20100311,0.0043,-9.00E-04,-0.0011,0
20100312,-2.00E-04,3.00E-04,-0.0028,0
20100315,-2.00E-04,-0.0031,-0.0048,0
20100316,0.0078,-0.0014,0.0059,0
20100317,0.0057,4.00E-04,0.0035,0
20100318,-0.001,-0.0017,-0.0057,0
20100319,-0.0062,-0.006,-0.0063,0
20100322,0.0067,0.0089,1.00E-04,0
20100323,0.008,0.0035,0.0036,0
20100324,-0.006,-0.0064,0.0082,0
20100325,-0.0026,-0.0048,-0.0028,0
20100326,6.00E-04,-8.00E-04,0.0031,0
20100329,0.0059,-7.00E-04,0.0019,0
20100330,4.00E-04,0.0029,-0.0045,0
20100331,-0.0036,-0.005,0.0015,0
20100401,0.0075,-1.00E-04,0.0079,1.00E-05
20100405,0.0095,0.0107,0.0092,1.00E-05
20100406,0.0019,0.0023,0.0046,1.00E-05
20100407,-0.0048,0.0021,0.0024,1.00E-05
20100408,0.0031,-0.0028,0.0039,1.00E-05
20100409,0.0066,-0.0012,0.0017,1.00E-05
20100412,0.0023,0.0027,6.00E-04,1.00E-05
20100413,7.00E-04,0.0016,-4.00E-04,1.00E-05
20100414,0.0124,0.0087,0.0141,1.00E-05
20100415,0.0011,0.0059,-4.00E-04,1.00E-05
20100416,-0.0153,0.008,-0.0183,1.00E-05
20100419,0.0028,-0.0085,-9.00E-04,1.00E-05
20100420,0.0088,0.0066,0.0056,1.00E-05
20100421,-6.00E-04,0.0071,0.002,1.00E-05
20100422,0.0037,0.0081,0.0049,1.00E-05
20100423,0.007,0.0037,0.0057,1.00E-05
20100426,-0.0043,0.0046,-0.0031,1.00E-05
20100427,-0.0234,0.0011,-0.0141,1.00E-05
20100428,0.0056,-0.0074,0.0074,1.00E-05
20100429,0.0134,0.0046,0.0046,1.00E-05
20100430,-0.0172,-0.0097,-0.0092,1.00E-05
20100503,0.0136,0.0065,0.0061,1.00E-05
20100504,-0.025,-0.0058,-0.009,1.00E-05
20100505,-0.0075,-0.0074,-0.0063,1.00E-05
20100506,-0.0327,-0.0027,-0.009,1.00E-05
20100507,-0.0175,-0.0135,-0.0048,1.00E-05
20100510,0.0447,0.0097,0.0117,1.00E-05
20100511,-0.0017,0.0116,-0.0015,1.00E-05
20100512,0.0163,0.0148,0.0019,1.00E-05
20100513,-0.0112,0.0032,-0.003,1.00E-05
20100514,-0.0192,-0.0027,-0.0076,1.00E-05
20100517,0.0011,4.00E-04,-0.0056,1.00E-05
20100518,-0.0141,-0.0024,-0.0096,1.00E-05
20100519,-0.0063,-0.0097,3.00E-04,1.00E-05
20100520,-0.0399,-0.0089,-0.0116,1.00E-05
20100521,0.0144,-0.0044,0.0158,1.00E-05
20100524,-0.0119,0.0033,-0.0091,1.00E-05
20100525,-3.00E-04,-0.0047,0.0054,1.00E-05
20100526,-0.0035,0.0083,0.0038,1.00E-05
20100527,0.0345,0.0067,0.0161,1.00E-05
20100528,-0.0118,6.00E-04,-0.0063,1.00E-05
20100601,-0.0189,-0.0109,-0.0157,1.00E-05
20100602,0.0263,0.0019,0.0043,1.00E-05
20100603,0.0054,0.007,-0.0028,1.00E-05
20100604,-0.0362,-0.0122,-0.007,1.00E-05
20100607,-0.0152,-0.0108,-0.0106,1.00E-05
20100608,0.009,-0.0147,0.0017,1.00E-05
20100609,-0.0046,0.0074,-0.0017,1.00E-05
20100610,0.0295,0.004,0.009,1.00E-05
20100611,0.0062,0.0093,6.00E-04,1.00E-05
20100614,-6.00E-04,0.0066,1.00E-04,1.00E-05
20100615,0.0236,8.00E-04,0.0091,1.00E-05
20100616,-0.0011,-0.0021,-0.0032,1.00E-05
20100617,8.00E-04,-0.0016,-0.0046,1.00E-05
20100618,0.0013,0,0.0024,1.00E-05
20100621,-0.0047,-0.0055,0,1.00E-05
20100622,-0.0163,-0.0034,-0.0075,1.00E-05
20100623,-0.0029,-5.00E-04,0.0023,1.00E-05
20100624,-0.0165,0.001,-0.0089,1.00E-05
20100625,0.0048,0.0105,0.0103,1.00E-05
20100628,-0.0023,-2.00E-04,-0.0072,1.00E-05
20100629,-0.0323,-0.0066,-0.0128,1.00E-05
20100630,-0.0098,4.00E-04,-0.0036,1.00E-05
20100701,-0.004,-0.0031,-0.0043,1.00E-05
20100702,-0.005,-0.0031,-0.0043,1.00E-05
20100706,0.0033,-0.02,8.00E-04,1.00E-05
20100707,0.0317,6.00E-04,0.0045,1.00E-05
20100708,0.01,0.0057,0,1.00E-05
20100709,0.0081,0.0065,0.0058,1.00E-05
20100712,-0.0011,-0.0119,5.00E-04,1.00E-05
20100713,0.0176,0.0162,0.0065,1.00E-05
20100714,-4.00E-04,-0.0016,-0.0076,1.00E-05
20100715,2.00E-04,-0.0087,-0.001,1.00E-05
20100716,-0.0294,-0.0056,-0.0096,1.00E-05
20100719,0.0054,-0.0015,-0.0019,1.00E-05
20100720,0.0123,0.0065,0.0014,1.00E-05
20100721,-0.013,-0.0038,-0.0042,1.00E-05
20100722,0.0237,0.0125,0.0054,1.00E-05
20100723,0.0105,0.0147,-0.0023,1.00E-05
20100726,0.0123,0.0087,0.0011,1.00E-05
20100727,-0.0023,-0.0033,0.0035,1.00E-05
20100728,-0.0082,-0.009,-3.00E-04,1.00E-05
20100729,-0.0036,0.0032,0.0067,1.00E-05
20100730,6.00E-04,3.00E-04,-0.0022,1.00E-05
20100802,0.0208,-0.0054,0.0015,1.00E-05
20100803,-0.0055,-0.0041,-0.0051,1.00E-05
20100804,0.0074,0.0043,-0.001,1.00E-05
20100805,-0.0022,-0.0082,0.0013,1.00E-05
20100806,-0.0036,-0.0017,-0.0035,1.00E-05
20100809,0.0062,0.0062,5.00E-04,1.00E-05
20100810,-0.0079,-0.0123,-0.0021,1.00E-05
20100811,-0.0291,-0.0107,-0.0065,1.00E-05
20100812,-0.005,-7.00E-04,-5.00E-04,1.00E-05
20100813,-0.0047,-0.008,0.0024,1.00E-05
20100816,0.001,0.0093,-0.002,1.00E-05
20100817,0.0131,0.0059,-0.0018,1.00E-05
20100818,0.0021,6.00E-04,7.00E-04,1.00E-05
20100819,-0.0174,-0.0082,-0.0042,1.00E-05
20100820,-0.0028,0.0027,-0.0023,1.00E-05
20100823,-0.005,-0.0094,-0.0044,1.00E-05
20100824,-0.0148,0.0014,0.0014,1.00E-05
20100825,0.0045,0.0104,0,1.00E-05
20100826,-0.0076,-8.00E-04,-0.0026,1.00E-05
20100827,0.0182,0.0093,0.0037,1.00E-05
20100830,-0.0154,-0.0082,-0.004,1.00E-05
20100831,1.00E-04,-0.0026,0.0077,1.00E-05
20100901,0.0305,0.0062,0.0047,1.00E-05
20100902,0.0097,0.0026,-0.0031,1.00E-05
20100903,0.0135,0.0035,0.002,1.00E-05
20100907,-0.0123,-0.0079,-0.0074,1.00E-05
20100908,0.0065,2.00E-04,0.0017,1.00E-05
20100909,0.0044,-0.0048,0.0055,1.00E-05
20100910,0.0045,-9.00E-04,-0.0013,1.00E-05
20100913,0.013,0.0113,0.0021,1.00E-05
20100914,-6.00E-04,-0.0023,-0.0052,1.00E-05
20100915,0.0036,0.0011,-0.0023,1.00E-05
20100916,-7.00E-04,-0.0051,-0.0069,1.00E-05
20100917,0.0015,0.0061,-0.0058,1.00E-05
20100920,0.016,0.0113,0.0023,1.00E-05
20100921,-0.0031,-0.0028,-0.0032,1.00E-05
20100922,-0.0052,-0.0056,-0.0053,1.00E-05
20100923,-0.0078,-8.00E-04,-0.0068,1.00E-05
20100924,0.0219,0.0099,0.0048,1.00E-05
20100927,-0.0046,0.0021,-0.0045,1.00E-05
20100928,0.0058,0.0053,0.001,1.00E-05
20100929,-0.0017,0.0066,-0.0025,1.00E-05
20100930,-0.0026,4.00E-04,0.0029,1.00E-05
20101001,0.0043,-6.00E-04,0.0021,1.00E-05
20101004,-0.0088,-0.0072,-7.00E-04,1.00E-05
20101005,0.0211,0.0077,0.0015,1.00E-05
20101006,-0.001,-0.0039,0.0047,1.00E-05
20101007,-0.0016,5.00E-04,-0.0028,1.00E-05
20101008,0.0074,0.0096,-0.0013,1.00E-05
20101011,4.00E-04,2.00E-04,-0.0022,1.00E-05
20101012,0.0039,-4.00E-04,0.0018,1.00E-05
20101013,0.0078,0.0088,-0.0036,1.00E-05
20101014,-0.0038,0.0041,-0.0041,1.00E-05
20101015,0.0018,-6.00E-04,-0.0128,1.00E-05
20101018,0.0069,6.00E-04,0.0086,1.00E-05
20101019,-0.0167,-0.0069,0.0026,1.00E-05
20101020,0.0106,7.00E-04,9.00E-04,1.00E-05
20101021,0.0011,-0.0053,-0.0051,1.00E-05
20101022,0.0029,0.0046,-0.0043,1.00E-05
20101025,0.0031,0.0047,-0.0053,1.00E-05
20101026,2.00E-04,1.00E-04,-0.0018,1.00E-05
20101027,-0.0024,-0.0018,-0.0022,1.00E-05
20101028,8.00E-04,-0.006,-6.00E-04,1.00E-05
20101029,7.00E-04,0.0032,-0.0011,1.00E-05
20101101,-1.00E-04,-0.0065,-0.002,1.00E-05
20101102,0.009,0.0134,-0.0017,1.00E-05
20101103,0.0038,-6.00E-04,0.0017,1.00E-05
20101104,0.0194,0.0047,0.0105,1.00E-05
20101105,0.0041,-9.00E-04,0.0068,1.00E-05
20101108,-0.0012,0.0045,-0.0048,1.00E-05
20101109,-0.0078,-0.0041,-0.0049,1.00E-05
20101110,0.0053,0.0058,0.0055,1.00E-05
20101111,-0.0035,-6.00E-04,-8.00E-04,1.00E-05
20101112,-0.0129,-0.0049,-6.00E-04,1.00E-05
20101115,-9.00E-04,0.002,0.0032,1.00E-05
20101116,-0.0158,-0.0034,-0.0015,1.00E-05
20101117,7.00E-04,0.0034,-0.0029,1.00E-05
20101118,0.0157,0.0031,-0.003,1.00E-05
20101119,0.0031,0.0021,-0.0018,1.00E-05
