DATE,TICKER,QTE_DVOL,QTE_TRD
20060601,CAL,1.795691446,2.23416166
20060601,CAM,2.432610927,3.440644584
20060601,CAT,0.824885374,2.273935449
20060601,CB,1.912954277,3.219035202
20060601,CBB,10.7904943,3.349802372
20060601,CBE,1.374180596,4.023617512
20060601,CBG,2.084620488,4.332458771
20060601,CBI,2.283923575,2.484598047
20060601,CBK,2.961365249,2.747674419
20060601,CBL,5.744112095,5.227390181
20060601,CBM,6.542434499,3.306196841
20060601,CBR,25.34629402,5.169207317
20060601,CBS,0.966778013,2.603994674
20060601,CBT,3.732012848,3.380589914
20060601,CBU,14.68927451,6.761324042
20060601,CCC,22.34107796,4.035182679
20060601,CCE,3.864947394,2.885639687
20060601,CCI,1.665041937,3.079299691
20060601,CCK,1.756060067,3.055717256
20060601,CCL,1.31342923,2.95221202
20060601,CCO,4.819433572,6.129707113
20060601,CDE,2.470278672,1.329096291
20060601,CDI,13.37495175,8.19843342
20060601,CDR,15.98992845,5.550595238
20060601,CE,1.940108206,2.241697417
20060601,CEC,3.096344095,3.179487179
20060601,CEG,1.427712889,2.903863706
20060601,CF,6.369074434,4.498305085
20060601,CFR,2.88304795,5.732075472
20060601,CGA,25.93635724,11.04
20060601,CGI,3.847839134,4.797577855
20060601,CGX,7.728485692,8.219753086
20060601,CHD,3.765729285,3.285014006
20060601,CHE,3.210824449,3.60178117
20060601,CHG,9.520029786,8.885416667
20060601,CHH,1.955749633,3.436468647
20060601,CHK,1.306661018,2.031735513
20060601,CHS,1.70574666,2.477470029
20060601,CI,1.166383193,3.173098126
20060601,CIA,65.34031425,8.16872428
20060601,CIR,16.06648231,8.514767932
20060601,CIT,1.758178095,3.067484663
20060601,CKH,3.235051937,5.864071038
20060601,CKP,10.01954548,5.012121212
20060601,CKR,5.909498678,3.909716251
20060601,CL,1.434201901,3.370756403
20060601,CLB,3.468191042,5.333333333
20060601,CLC,7.97017401,6.275724276
20060601,CLF,3.01268238,5.099763274
20060601,CLI,3.238365856,3.855095541
20060601,CLP,5.029665159,6.817369093
20060601,CLX,2.792659957,4.237333333
20060601,CMA,2.056011163,3.715153561
20060601,CMC,2.246096728,2.608432596
20060601,CMG,2.058001354,3.0786268
20060601,CMI,1.08142356,3.478686233
20060601,CMN,7.062594585,5.861176471
20060601,CMO,28.96183947,6.382222222
20060601,CMP,12.27453626,6.595330739
20060601,CMS,4.779828725,2.710900474
20060601,CNA,5.585436574,4.239027684
20060601,CNC,4.247012998,3.809174312
20060601,CNH,6.397557757,4.623893805
20060601,CNL,7.189078527,4.795098039
20060601,CNO,4.222097821,4.341853035
20060601,CNP,2.80506108,2.541370394
20060601,CNS,8.799501682,7.536458333
20060601,CNW,2.780317005,3.977112676
20060601,CNX,1.352531919,2.718856122
20060601,COF,1.191507192,3.271014059
20060601,COG,3.852590755,4.563458856
20060601,COH,1.32015641,2.5
20060601,COL,2.795130284,4.082947173
20060601,COO,2.482770492,3.311701082
20060601,COP,0.703093402,2.220743429
20060601,COT,16.10037145,7.207373272
20060601,CPB,1.947486593,2.931553911
20060601,CPE,11.16444498,4.264116576
20060601,CPF,8.526624702,8.805914972
20060601,CPS,3.732906387,5.018438178
20060601,CPT,2.24604754,4.405318292
20060601,CPX,3.376081724,3.433576642
20060601,CQB,3.498708992,3.227197347
20060601,CR,4.456619316,4.414424728
20060601,CRDb,27.25948521,6.680327869
20060601,CRI,2.172474754,3.597579425
20060601,CRK,8.752759369,5.787182588
20060601,CRL,3.621968363,3.687760779
20060601,CRM,1.710242303,2.895955451
20060601,CRR,5.180197977,5.39084507
20060601,CRS,1.576795576,3.918164744
20060601,CRY,14.24398535,4.211180124
20060601,CSC,1.940220741,3.56261343
20060601,CSE,4.965899236,3.01705653
20060601,CSH,2.95686987,3.713422007
20060601,CSL,5.262192367,6.691525424
20060601,CSR,4.59188343,8.155988858
20060601,CSU,28.40758614,5.120603015
20060601,CSX,1.320761614,3.137452204
20060601,CTB,3.449420238,2.757356488
20060601,CTL,3.241162069,3.640236686
20060601,CTS,7.124002263,3.528735632
20060601,CTV,3.683357275,3.495072024
20060601,CUZ,4.55742211,4.512048193
20060601,CV,16.24546432,5.541884817
20060601,CVA,6.436837307,3.326977401
20060601,CVC,4.178425523,3.528888889
20060601,CVD,1.567181326,2.928856005
20060601,CVG,3.965089972,2.674234946
20060601,CVH,1.388238228,2.618073316
20060601,CVO,4.762490402,3.367954911
20060601,CVS,1.65802717,2.51864839
20060601,CVX,0.71841578,2.502123643
20060601,CW,6.321571358,5.262626263
20060601,CWT,16.3480548,9.826280624
20060601,CXG,1.241369529,2.276683938
20060601,CXR,8.859816296,4.203842941
20060601,CXW,2.975917828,3.911538462
20060601,CYD,14.43374665,4.031746032
20060601,CYH,2.698652327,4.066037736
20060601,CYN,2.741701377,4.505726872
20060601,CYT,2.792508821,3.842105263
20060601,D,1.728716145,3.557193696
20060601,DBD,3.091733739,3.496167247
20060601,DCI,5.611107103,4.015467384
20060601,DCP,7.340444311,4.925
20060601,DD,1.460374394,2.889511012
20060601,DDE,6.072527365,3.96952381
20060601,DDR,3.381839585,4.099003736
20060601,DDS,1.49822831,2.124027658
20060601,DE,1.148359214,2.906284213
20060601,DEL,14.77594889,17.125
20060601,DF,2.067134686,2.763711152
20060601,DFG,6.903889848,6.09375
20060601,DG,2.922022787,2.76359872
20060601,DGX,1.260978627,3.09299588
20060601,DHI,2.461094225,3.380622837
20060601,DHR,1.674599005,3.683687003
20060601,DHT,4.172193255,3.490039841
20060601,DIS,0.761814956,1.690563671
20060601,DK,5.44950086,4.615230461
20060601,DKS,2.135824618,2.715814507
20060601,DLB,5.307990553,3.486666667
20060601,DLM,8.60431445,5.562338779
20060601,DLR,4.526660893,4.33562586
20060601,DLX,3.721194164,3.666949153
20060601,DNA,0.629556558,2.404574234
20060601,DNB,2.725455284,4.240268456
20060601,DNR,3.204769578,3.631456954
20060601,DO,1.224643881,3.568712781
20060601,DOV,2.564350126,3.846390169
20060601,DOW,1.40160891,2.53955673
20060601,DPL,2.692142821,4.59264214
20060601,DPM,2.540571058,3.083743842
20060601,DPZ,3.097898834,2.382868428
20060601,DRC,3.088537469,3.171428571
20060601,DRE,6.446223204,5.940609952
20060601,DRH,8.260897382,5.741830065
20060601,DRI,2.019904582,2.800236686
20060601,DRL,6.158398793,2.744599136
20060601,DRQ,3.016512267,4.726715686
20060601,DST,2.877810156,4.002604167
20060601,DSW,6.009479091,4.29001772
20060601,DSX,2.778092892,2.220556745
20060601,DTE,3.562400313,3.967611336
20060601,DUK,1.193805792,2.502232512
20060601,DV,7.688537969,4.34962406
20060601,DVA,1.055000083,2.813092352
20060601,DVN,1.445281897,3.126259947
20060601,DW,9.830222031,7.094043887
20060601,DY,6.124476181,3.388945752
20060601,DYN,8.821690107,3.135945997
20060601,EAC,7.899713019,4.681845062
20060601,EAT,4.113829942,4.002640845
20060601,EBF,13.78754149,6.878531073
20060601,ECA,1.942118296,3.75984912
20060601,ECL,2.063241269,3.309654827
20060601,ED,2.312145042,3.22157742
20060601,EDE,15.24985678,7.780701754
20060601,EDR,13.56922183,3.87244898
20060601,EE,9.589198045,5.418491484
20060601,EEP,4.209278873,5.209476309
20060601,EFX,3.69122953,3.775395034
20060601,EGN,2.860486897,3.440925088
20060601,EGP,6.427555292,11.11299435
20060601,EIX,2.316039882,2.946242775
20060601,EL,1.712271951,2.553017134
20060601,ELS,6.855668809,6.2
20060601,ELX,3.739280822,2.948287911
20060601,ELY,9.052068235,4.046332046
20060601,EMC,1.152618713,1.344466171
20060601,EME,2.656143388,3.267763158
20060601,EMN,2.316006911,3.465272591
20060601,EMR,1.236412417,3.122390683
20060601,EMS,30.29571243,8.077844311
20060601,ENH,4.446519272,4.978092784
20060601,ENR,1.896907947,3.575812274
20060601,ENS,11.45038366,5.347014925
20060601,ENZ,32.28033522,7.324929972
20060601,EOG,1.033045249,3.038144207
20060601,EP,1.47910524,2.090156848
20060601,EPD,5.139337618,6.008368201
20060601,EPL,4.072893717,3.472804973
20060601,EPR,5.429774026,5.465408805
20060601,EQ,0.820002391,2.506006006
20060601,EQR,2.51577312,3.130007559
20060601,EQT,3.816359586,3.999184007
20060601,EQY,7.654351749,4.84870317
20060601,ESE,3.537460328,4.553833605
20060601,ESI,3.135912048,4.61624892
20060601,ESL,8.068316079,6.979395604
20060601,ESS,1.665678888,4.651928504
20060601,ESV,1.530292561,2.875457875
20060601,ET,2.015842977,2.455652174
20060601,ETE,2.548396763,3.645021645
20060601,ETH,2.426684917,3.2195
20060601,ETM,4.56596002,4.21780303
20060601,ETN,1.498249993,3.300731509
20060601,ETP,2.577949137,3.029876977
20060601,ETR,1.493295117,3.356648542
20060601,EV,4.038092012,3.906653426
20060601,EVC,33.88224988,7.678723404
20060601,EW,3.440299215,4.083257919
20060601,EXC,0.650489769,2.499758104
20060601,EXP,2.058115925,3.285822977
20060601,EXR,10.60049603,5.787066246
20060601,F,1.474636332,1.355399029
20060601,FAC,29.01848222,6.795081967
20060601,FAF,1.500467329,2.527726772
20060601,FBC,9.466888856,4.095890411
20060601,FBP,12.60500029,4.012875536
20060601,FCEa,4.232325292,4.128980892
20060601,FCF,26.57609752,9.342052314
20060601,FCH,6.944498529,4.124401914
20060601,FCL,3.842029382,5.525458248
20060601,FCN,6.839870506,5.393589744
20060601,FCX,1.097904218,2.746638358
20060601,FDO,3.097216756,3.205285802
20060601,FDP,9.729838657,4.880392157
20060601,FDS,3.96409375,3.966292135
20060601,FDX,1.260397,3.629424779
20060601,FE,1.365995642,2.582236842
20060601,FFG,8.116295775,5.831932773
20060601,FHN,3.391059104,3.692838196
20060601,FIF,10.0812236,4.816129032
20060601,FII,3.687809879,3.943435178
20060601,FIS,2.799299183,3.515263645
20060601,FIX,7.050186437,2.656382979
20060601,FL,1.900442716,2.538283063
20060601,FLO,5.426048659,4.402199529
20060601,FLR,1.462441312,3.182620059
20060601,FLS,2.880143039,4.155927835
20060601,FMC,2.94223114,3.895695364
20060601,FMD,2.641754512,3.850241546
20060601,FNB,16.57641227,6.681957187
20060601,FNF,2.568725377,3.54063786
20060601,FOE,14.12775938,6.652815013
20060601,FPO,15.72300471,12.3776824
20060601,FR,4.725156584,4.756901158
20060601,FRC,4.042790126,4.113231552
20060601,FRT,2.836625117,3.98325821
20060601,FRX,2.033738745,2.725386313
20060601,FSL,1.935824898,2.94451074
20060601,FSS,13.6051092,4.552828175
20060601,FST,4.414403878,4.160162602
20060601,FTI,1.660314643,3.300625404
20060601,FTO,2.53510646,3.792432432
20060601,FUL,3.835916069,3.685298622
20060601,FUN,6.768796877,4.838790932
20060601,FUR,29.69092288,5.24
20060601,GAS,3.801921152,3.698998419
20060601,GB,9.958636335,5.016861219
20060601,GBL,18.56674193,11.16216216
20060601,GBX,5.306153037,5.003514938
20060601,GCA,6.024546145,2.809677419
20060601,GCI,1.275103022,2.777955272
20060601,GCO,4.810781165,3.694288013
20060601,GD,1.59022153,3.449965963
20060601,GDI,2.926302743,5.315654405
20060601,GDP,10.94181229,6.087815587
20060601,GE,0.467120801,1.219754841
20060601,GEF,2.434107535,4.935926773
20060601,GES,1.34154213,2.440264026
20060601,GFF,4.410436714,3.975163399
20060601,GG,1.299128862,1.662427621
20060601,GGG,3.53454295,3.607692308
20060601,GGP,2.402671728,3.09445019
20060601,GHL,1.167741168,2.118603043
20060601,GIS,1.866550064,2.970996217
20060601,GLG,2.201779034,3.15249819
20060601,GLT,10.03238993,4.779755284
20060601,GLW,1.329440729,2.051808887
20060601,GM,0.715713481,1.334361403
20060601,GME,2.702506829,3.258144476
20060601,GMT,3.364306371,3.731599336
20060601,GNW,1.626544152,2.806543755
20060601,GPC,4.961525626,4.580265096
20060601,GPI,2.717477071,3.810859189
20060601,GPK,14.523551,3.452418097
20060601,GPN,3.118279963,3.565017261
20060601,GPS,2.026599674,2.731007137
20060601,GPT,30.94391519,5.873239437
20060601,GR,3.144995666,3.761517615
20060601,GRA,4.279571494,3.193277311
20060601,GRB,27.17239427,6.623188406
20060601,GRT,6.031219872,4.748641304
20060601,GS,0.490749034,2.778285608
20060601,GSL,3.094851157,4.082191781
20060601,GTI,12.41862378,3.178082192
20060601,GTN,24.43788565,5.416842105
20060601,GTY,18.66394829,8.441295547
20060601,GVA,3.750318844,3.35583524
20060601,GWR,4.322135158,4.108695652
20060601,GWW,3.179780855,4.402173913
20060601,GXP,4.613150098,4.948401163
20060601,GY,6.898263915,3.38230384
20060601,HAE,4.418847996,5.256097561
20060601,HAL,0.893303106,2.104080987
20060601,HAR,1.756715399,4.201204819
20060601,HCA,1.359639977,2.65632506
20060601,HCC,3.383860925,3.415634675
20060601,HCN,5.569645487,5.601839685
20060601,HCP,8.561504392,6.657303371
20060601,HD,0.722832075,1.729469838
20060601,HE,5.630185702,4.835907336
20060601,HEI,8.048901199,5.418960245
20060601,HES,1.369830334,2.695601401
20060601,HEW,7.186816391,5.458046768
20060601,HGR,30.76065653,4.766990291
20060601,HGT,2.553297985,2.743741765
20060601,HHS,7.272335125,5.322033898
20060601,HIG,1.376217215,4.132260704
20060601,HIW,7.004430779,5.120315582
20060601,HL,8.122787656,2.926923077
20060601,HLF,3.324799588,3.138241923
20060601,HMA,4.581369626,4.220317188
20060601,HME,3.928337443,4.977945132
20060601,HMN,13.06157492,5.204330176
20060601,HNI,4.912065745,4.721804511
20060601,HNR,10.47734826,4.95004995
20060601,HNT,2.061489488,3.134078212
20060601,HNZ,0.85518648,2.019294673
20060601,HON,1.558882752,2.818378166
20060601,HOS,4.490894513,5.023536512
20060601,HOT,1.165324953,3.364185111
20060601,HOV,1.676682567,2.407381998
20060601,HP,2.544726532,4.25373599
20060601,HPQ,0.815823665,1.998927835
20060601,HPT,6.646800801,6.375764994
20060601,HPY,5.30771911,5.267558528
20060601,HR,7.036745429,5.933436533
20060601,HRB,2.030766053,2.532712916
20060601,HRL,3.520455308,3.431865828
20060601,HRS,1.674171064,2.51889497
20060601,HS,9.775443576,4.600753296
20060601,HSC,2.55206688,4.310687023
20060601,HSP,1.647726559,2.900454069
20060601,HST,2.223769314,3.056311881
20060601,HSY,1.793526744,3.357066572
20060601,HTV,13.35831144,6.807065217
20060601,HUBb,3.647445898,4.437578815
20060601,HUM,1.953778013,3.606709265
20060601,HUN,3.150480799,2.964813206
20060601,HVT,11.50005691,3.361111111
20060601,HW,3.4532803,3.244745943
20060601,HXL,3.2136515,2.874814448
20060601,HYC,5.202466834,3.677797834
20060601,HZO,5.083176033,3.554252199
20060601,IBI,5.846998703,4.92371706
20060601,IBM,0.648692936,2.648871633
20060601,ICE,1.457594628,2.790250762
20060601,ICO,5.412687436,4.215846995
20060601,IDA,7.469951112,5.985808893
20060601,IDC,9.719529788,4.595959596
20060601,IDT,6.40018058,3.349344978
20060601,IEX,4.897050573,7.575107296
20060601,IFF,4.55744206,4.770651118
20060601,IGT,2.009258174,3.107163658
20060601,IHR,7.057995728,2.863924051
20060601,IHS,3.221966507,3.934659091
20060601,IM,5.614924606,3.592487194
20060601,IMN,4.776863669,4.612224449
20060601,IN,4.935458209,3.399783315
20060601,INT,3.321244773,3.776464796
20060601,IO,4.502641153,2.818794964
20060601,IP,1.938224549,2.725064488
20060601,IPG,6.24972154,4.487203496
20060601,IR,1.503715016,2.438818565
20060601,IRC,11.40065291,4.871523179
20060601,IRF,2.588502421,3.430590962
20060601,IRM,3.912381699,4.047233468
20060601,IT,5.69186886,3.194150591
20060601,ITC,8.086306709,5.392251816
20060601,ITG,2.160682194,2.88338301
20060601,ITT,1.795491899,3.140392342
20060601,ITW,1.566728862,2.780147198
20060601,IVC,8.776197856,5.808170515
20060601,IWA,15.33005058,6.334669339
20060601,JAH,4.321762215,3.633855799
20060601,JAS,5.997077977,3.233555767
20060601,JBL,2.032078564,3.381369178
20060601,JCI,1.167442627,2.834316971
20060601,JCP,0.566213433,2.100799684
20060601,JEC,2.00431177,4.014520813
20060601,JEF,3.563913854,3.457142857
20060601,JLL,2.43200568,3.872427984
20060601,JNJ,0.710743016,2.332626445
20060601,JNS,5.021802519,3.619666048
20060601,JNY,1.152476474,2.233
20060601,JOE,1.407341529,2.34984127
20060601,JPM,0.680028885,1.661071307
20060601,JRN,13.97929598,6.421532847
20060601,JWN,1.496449342,2.541028211
20060601,JWa,8.853929271,7.149635036
20060601,K,2.086127759,3.90019802
20060601,KAI,13.14761209,7.992882562
20060601,KAR,6.392703314,3.996594779
20060601,KBH,1.500741103,3.005329008
20060601,KCI,1.123324508,2.698309493
20060601,KCP,14.90725518,6.085201794
20060601,KDN,4.521649615,3.933951965
20060601,KEI,18.9262143,5.160857909
20060601,KEM,7.623513288,3.015913758
20060601,KEX,3.849421551,3.50056243
20060601,KEY,3.443564242,4.134161114
20060601,KFN,4.061393175,3.513786765
20060601,KFY,11.86425722,5.339581036
20060601,KG,3.438214791,3.041190723
20060601,KGC,6.335884949,3.707123098
20060601,KIM,3.807135978,3.927579365
20060601,KKD,5.916618487,3.060918463
20060601,KMB,1.763208078,3.237207927
20060601,KMG,1.523109596,4.651273885
20060601,KMI,0.4542528,2.586612489
20060601,KMP,2.636688695,4.392670157
20060601,KMR,4.18399997,5.864485981
20060601,KMT,3.385675586,5.245531515
20060601,KMX,2.757592797,2.787977785
20060601,KND,3.885027127,3.65796211
20060601,KNL,7.906791255,5.724310777
20060601,KNX,11.93158989,5.729580574
20060601,KO,0.8643334,2.025482992
20060601,KOP,7.874598305,3.958937198
20060601,KR,2.42224039,2.603863636
20060601,KRC,2.454539574,3.162612036
20060601,KRG,31.47675534,8.223495702
20060601,KSS,0.575191691,2.564693317
20060601,KSU,3.91768857,3.755047821
20060601,KWK,3.249288093,3.660629702
20060601,LAB,5.967083693,3.744266852
20060601,LAD,16.24915834,8.958333333
20060601,LAZ,2.730758437,3.574534161
20060601,LCC,1.037430284,2.646616541
20060601,LDR,16.29786917,13.10861423
20060601,LEA,4.054633153,3.334949495
20060601,LEE,6.41768832,4.246022032
20060601,LEG,3.850210564,3.271152297
20060601,LEN,1.31831028,3.065997684
20060601,LF,13.99049081,5.185628743
20060601,LG,7.062087785,6.96692607
20060601,LGF,4.439961688,3.925619835
20060601,LH,1.683946118,3.924006908
20060601,LHO,4.65524412,5.211976048
20060601,LII,4.847345321,3.471531233
20060601,LLL,0.772979244,2.080409539
20060601,LLY,1.097555262,2.823212784
20060601,LM,0.830321666,3.048881852
20060601,LMT,1.425769799,3.524747599
20060601,LNC,2.17675755,3.839766379
20060601,LNN,20.42987362,8.586805556
20060601,LNT,3.53796664,4.076213891
20060601,LNY,9.408329029,6.600688468
20060601,LOW,0.576200731,2.134029484
20060601,LPX,2.100774981,2.562222222
20060601,LSE,13.55729309,4.212303981
20060601,LTC,9.82634166,4.483809524
20060601,LTM,2.263466724,3.616894198
20060601,LUB,22.56277895,5.437007874
20060601,LUK,1.234555049,2.535326087
20060601,LUV,1.67160761,2.564405578
20060601,LVS,0.806546901,2.650513563
20060601,LXK,1.515623848,2.953701471
20060601,LXP,5.171256069,3.468285043
20060601,LYV,2.553206851,2.849548646
20060601,LZ,3.108905284,3.407490975
20060601,LZB,4.665210264,3.611367127
20060601,MA,0.26733298,0.968066158
20060601,MAA,2.735615605,4.675675676
20060601,MAC,2.339948957,3.880329095
20060601,MAN,1.811828463,3.485387548
20060601,MAS,1.899103813,3.014737859
20060601,MBI,1.882014934,3.90097561
20060601,MCD,1.064427194,2.228454333
20060601,MCK,1.670884377,3.35696983
20060601,MCO,1.492083757,3.031941032
20060601,MCS,16.82635426,6.103825137
20060601,MCY,5.285267535,4.786967419
20060601,MDC,1.913481507,2.986982249
20060601,MDP,2.939175743,3.952380952
20060601,MDR,1.935764546,3.248579545
20060601,MDS,17.228636,6.519650655
20060601,MDT,0.908784364,3.024299368
20060601,MDU,4.196192002,4.379421222
20060601,ME,5.601452713,4.125
20060601,MEE,2.897851364,3.954094293
20060601,MEG,7.202641969,5.890453834
20060601,MER,0.762550198,3.023933856
20060601,MET,1.468226321,3.219175418
20060601,MFA,20.22371232,4.117734724
20060601,MFB,21.21601015,6.56
20060601,MFE,2.751339508,2.921973991
20060601,MFW,43.74754141,14.76190476
20060601,MGA,2.552146307,4.978666667
20060601,MGG,5.876920339,6.072874494
20060601,MGM,1.683033135,2.814161693
20060601,MHK,1.910869641,3.724398625
20060601,MHO,5.929887292,4.745401742
