yyyy,public,all_stock,horz,domestic,relsize,bidder_mtb,bidder_lev,bidder_tang,bidder_cash,bidder_rd,rate,lbidder_size,med_mtb_sect
1999,1,1,0,1,0.011285683,11.389282,0,0.14182942,0.059960715,0.18102439,0.069299996,12.039445,2.1243653
1999,0,1,0,0,0.061363637,0.76331145,0.037937649,0.3677012,0.028264249,0,0.072300002,3.0910425,2.1243653
1999,0,1,0,1,0.034184139,11.389282,0,0.14182942,0.059960715,0.18102439,0.073899999,12.209821,2.1243653
1999,1,0,0,0,0.013045876,2.8256118,0.15478636,0.3951239,0.015279916,0.008283207,0.077800006,9.7538271,2.1243653
1999,0,0,0,1,0.042168673,2.2377131,0.16597022,0.43940508,0.021999359,0.009779341,0.066399999,6.498282,2.1243653
1999,1,0,0,1,0.17337908,1.320727,0.21408026,0.56099254,0.028646387,0.016892727,0.075500004,6.368187,2.1243653
1999,0,1,0,1,1.3362069,0.98342836,0.21316263,0.64773834,0.005619777,0,0.069299996,4.4659081,2.1243653
1999,1,0,0,1,0.42537636,1.3057342,0.35764158,0.37232503,0.29867807,0.021524543,0.066399999,4.5325994,2.1243653
1999,0,1,0,1,0.1165102,2.3326993,0.16799144,0.37350607,0.2479995,0.17650996,0.073899999,6.1944056,2.1243653
1999,1,1,0,1,0.032293387,1.6536965,0.13869447,0.22690687,0.31098777,0.17805754,0.072300002,7.9738445,2.1243653
1999,0,1,0,1,0.076328121,25.301426,0,1.0617104,0.51360542,1.7050534,0.071900003,6.4614682,2.1243653
1999,1,1,0,1,0.010014103,2.566875,0.19814619,0.30846047,0.10834215,0.053176042,0.071900003,9.1289129,2.1243653
1999,1,1,0,1,0.020709373,3.246881,0,0.39523786,0.14397795,0.17751199,0.073899999,10.178046,2.1243653
1999,0,0,0,1,0.58013088,1.0291165,0.2931765,0.12600811,0.006020738,0.001040621,0.077800006,2.959522,2.1243653
1999,1,1,0,1,0.49201646,2.6258073,0.00093167,0.23435746,0.41111016,0.14389014,0.072300002,5.4930615,2.1243653
1999,0,0,0,1,0.26012522,2.9147458,0.083174907,0.44427282,0.12060361,0.047172055,0.066199996,2.8052073,2.1243653
1999,1,0,0,0,0.11319392,1.2929896,0.25139213,0.17805409,0.01398545,0,0.073600002,6.9584484,2.1243653
1999,0,1,0,0,0.043076105,3.1908915,0,0.006789503,0.25039175,0,0.066199996,7.5384951,2.1243653
1999,1,0,0,1,0.2448609,1.495103,0.18526551,0.38142532,0.020608285,0.014803823,0.069299996,7.2710085,2.1243653
1999,1,1,0,1,0.068710357,1.1388991,0.22324386,0.58689451,0,0,0.072300002,7.9508548,2.1243653
1999,0,1,1,1,0.011887836,4.6883879,0.008001576,0.16867289,0.11272541,0.12263364,0.074000001,7.8367648,2.1243653
1999,0,0,0,1,0.019637462,1.1651567,0.21559308,0.38867125,0.031404532,0.023569455,0.074000001,6.4952655,2.1243653
1999,0,1,0,0,0.18768907,2.6323476,0.000158583,0.098295227,0.6773358,0.11008326,0.077800006,5.4722705,2.1243653
1999,0,0,1,1,0.098288596,1.1201839,0.54984999,0.17218687,0.008954103,0.002168439,0.066399999,5.6970935,2.1243653
1999,1,0,1,1,0.57230771,1.398142,0.4601461,0.31551474,0.036084853,0.091467507,0.075500004,4.6443911,2.1243653
1999,0,0,0,1,0.052896477,1.6089271,0.30910403,0.29078767,0.008652747,0.031121006,0.073600002,9.2235527,2.1243653
1999,1,0,1,1,0.33886009,2.5478673,0.007987922,0.40925166,0.18478943,0.031167539,0.072300002,6.3613024,2.1243653
1999,0,0,0,1,1.5,2.1112115,0.10145396,0.26074314,0.02358643,0.006268174,0.075500004,2.9957323,2.1243653
1999,1,1,0,1,0.047629595,9.6426735,0.11795723,0.21850201,0.15435396,0.068990499,0.073899999,10.295901,2.1243653
1999,1,1,0,1,0.19051477,2.8256118,0.15478636,0.3951239,0.015279916,0.008283207,0.075500004,9.8521414,2.1243653
2000,0,0,0,1,0.11088888,1.047473,0.016253941,0.46834758,0.1219946,0.097861327,0.076700002,3.8066626,1.7649789
2000,0,0,0,0,0.93834555,1.2204478,0.2506898,1.1490186,0.0114369,0.05267844,0.076799996,5.6058021,1.7649789
2000,1,1,1,1,1.4606907,1.6255858,0.12552753,0.41588706,0.26519665,0.21130267,0.074499995,6.8469429,1.7649789
2000,0,0,0,1,0.11472049,1.2738038,0.22673227,0.6810925,0.033368882,0.022046875,0.071500003,6.6908422,1.7649789
2000,0,1,0,1,0.41619596,3.5714128,0.016410116,0.18607174,0.21536584,0.15087815,0.074499995,4.4807372,1.7649789
2000,1,1,0,1,0.58367121,3.8361058,0.14558433,0.041141629,0.043129746,0.006145601,0.075500004,7.857481,1.7649789
2000,0,1,0,1,0.030897059,3.767242,0.40520266,0.2378702,0.17751001,0.080872312,0.072099999,6.5220928,1.7649789
2000,1,0,0,1,0.62976193,1.047473,0.016253941,0.46834758,0.1219946,0.097861327,0.076799996,3.7376697,1.7649789
2000,0,1,0,1,0.078804262,3.7620521,0,0.092017591,0.5853765,0.11374821,0.076799996,4.3876672,1.7649789
2000,0,0,0,1,0.01314346,10.225308,0,0.018287964,0.78278208,0.058262389,0.075500004,6.1612072,1.7649789
2000,1,0,1,1,0.12617294,5.0965657,0.005284457,0.15309377,0.24970315,0.114272,0.076200001,7.0630484,1.7649789
2000,0,0,0,1,0.1025641,2.9664667,0.19221757,0.60541075,0.025349712,0.16388553,0.079899997,3.6635616,1.7649789
2000,1,1,1,1,2.2986486,6.0500903,0,0.14562237,0.076224521,0.081629284,0.076399997,6.1758671,1.7649789
2000,0,1,0,1,0.020329669,3.3856382,0.033018067,0.23971742,0.11089457,0.11891254,0.076799996,6.7080841,1.7649789
2000,1,1,0,1,0.59586465,1.2671866,0.044520468,1.6741102,0.054460138,0.092995793,0.079899997,5.5834961,1.7649789
2000,1,0,0,1,0.2536,1.1191069,0.083895765,0.53699231,0.018443529,0.022583827,0.076399997,5.0106354,1.7649789
2000,1,0,0,1,0.27065998,1.7022798,0.29949287,0.24819647,0.026535083,0.022166139,0.076700002,8.8229113,1.7649789
2000,1,1,1,1,0.24690746,1.6625421,0.25054869,0.23222095,0.015854308,0,0.076399997,7.1921821,1.7649789
2000,0,1,0,1,0.022660101,15.266802,0,0.18290205,0.17936942,0.21752186,0.076399997,5.8790135,1.7649789
2000,1,1,1,1,0.048215576,5.4985085,0,0.22221734,0.19954084,0.13151246,0.074499995,8.932929,1.7649789
2000,1,1,1,1,0.010883222,14.007326,0,0.12387097,0.056162987,0.14023769,0.076700002,13.161376,1.7649789
2000,0,1,0,1,0.093632959,0.95921123,0.13956214,0.34480321,0.15920946,0.1256766,0.071500003,5.5872488,1.7649789
2000,1,1,0,1,0.42947522,3.3856382,0.033018067,0.23971742,0.11089457,0.11891254,0.076799996,6.9363427,1.7649789
2000,0,0,0,1,0.23342451,1.3129927,0.31928948,0.42004928,0.013096949,0,0.074499995,3.8708103,1.7649789
2000,1,1,0,1,0.074253932,5.7671957,0.095065191,0.30826646,0.028749628,0.036667991,0.075500004,8.9472857,1.7649789
2001,1,0,0,1,0.035196304,1.7854877,0.29098842,0.1714775,0.37151164,0.11158283,0.070199996,6.0707378,1.7606795
2001,0,0,0,1,0.21375,1.0382183,0,0.54780805,0.004443128,0.11018957,0.071999997,2.0794415,1.7606795
2001,0,1,0,0,0.031438362,3.2447295,0.10003234,0.27948484,0.1004146,0.077802934,0.070300005,10.794029,1.7606795
2001,0,1,0,1,3.0239999,0.75962126,0,0.096453324,0.2921859,0.097075544,0.071800001,4.6051702,1.7606795
2001,0,0,0,0,0.22,7.9390283,0,0.40875161,0.032947235,0.29806951,0.070199996,2.0794415,1.7606795
2001,1,0,0,1,0.018058756,1.2116668,0.14085904,0.36590227,0.01425054,0.026483433,0.071800001,9.1729498,1.7606795
2001,0,1,1,1,0.33181819,1.3781102,0.004624634,0.89937568,0.030435871,0.35195389,0.071699999,3.0910425,1.7606795
2001,1,0,1,0,0.010295414,1.915725,0.013119494,0.22927135,0.041114476,0.032816395,0.0713,7.7266536,1.7606795
2001,1,0,1,1,0.51746035,3.2447295,0.10003234,0.27948484,0.1004146,0.077802934,0.070300005,10.795937,1.7606795
2001,1,1,0,1,0.010071599,0.73819345,0.093968458,0.098069236,0.033277389,0.075896136,0.069799997,6.0378709,1.7606795
2001,0,1,0,1,0.54951221,1.1153249,0.56809467,0.21906726,0.000269471,0,0.071800001,3.713572,1.7606795
2001,1,1,0,1,0.12533784,0.99108988,0.44462368,0.11458386,0.091445282,0.004587387,0.0713,6.3835068,1.7606795
2001,1,0,0,1,0.61265486,1.8444231,0.40940404,0.2795614,0.023288883,0.02354168,0.071999997,8.0070343,1.7606795
2001,0,0,0,1,0.18292683,1.4035438,0.2689715,0.67948651,0.044050306,0,0.069799997,4.8121843,1.7606795
2001,0,0,1,1,0.087080397,3.3185897,0.00726669,0.31016704,0.14683776,0.084028549,0.072899997,6.2695651,1.7606795
2002,0,0,0,1,0.29766667,3.640528,0.30080214,0.58556151,0.07160762,0.29904747,0.065300003,3.4011974,1.508361
2002,0,0,1,1,0.13193473,1.5771322,0.24083325,0.1665452,0.28806004,0.11989559,0.063200004,6.0614572,1.508361
2002,1,0,0,1,0.015951851,3.0928237,0.18075481,0.43453398,0.07167688,0.052313928,0.061700001,11.783975,1.508361
2002,0,0,0,1,0.092366412,0.81344575,0.056445677,0.1525135,0.33235884,0,0.061700001,5.5683446,1.508361
2002,1,0,1,0,0.20694907,1.5435028,0.20384644,0.19663435,0.029367479,0,0.063100003,7.2790651,1.508361
2002,0,0,0,1,0.013307401,1.9873142,0.2913135,0.28365815,0.027840212,0.016001139,0.065300003,9.1869698,1.508361
2002,0,0,0,1,0.32608697,1.4480458,0.41313568,0.38947198,0.021817856,0.007679411,0.067600004,6.7190132,1.508361
2002,0,1,0,1,0.011791584,3.2260909,0.082503714,0.26186678,0.080963641,0.11512018,0.063200004,9.515543,1.508361
2002,1,0,0,1,0.45949998,0.67948884,0,0.13166082,0.42106915,0.15977395,0.067600004,2.9957323,1.508361
2002,1,0,1,1,0.048169892,2.2603617,0,0.11528836,0.18295743,0.090386227,0.061500002,8.6273603,1.508361
2002,0,0,0,1,0.042269502,0.81344575,0.056445677,0.1525135,0.33235884,0,0.061500002,6.0473723,1.508361
2002,0,0,0,1,0.034805655,0.81344575,0.056445677,0.1525135,0.33235884,0,0.061700001,5.6454468,1.508361
2002,0,1,0,0,0.16122448,4.2271481,0.015811456,0.37171838,0.10371917,0.18595864,0.067500003,3.8918202,1.508361
2003,1,0,0,1,0.019224299,1.3483392,0.000382338,0.13067421,0.2116679,0.12374124,0.056999996,6.9754138,2.1995234
2003,1,1,0,1,0.057269625,1.6456634,0.000726035,0.30314353,0.1758623,0.081482857,0.058800001,10.037844,2.1995234
2003,0,0,0,1,0.23689923,2.7135215,0.011811175,0.033401079,0.041837636,0.062353797,0.055399999,4.8598123,2.1995234
2003,1,1,0,1,0.070465952,3.635437,0,0.31841227,0.2961784,0.24632853,0.058800001,5.6312118,2.1995234
2003,0,1,0,1,0.48500001,0.73939782,0,0.53232586,0.49505737,0,0.059499998,1.7917595,2.1995234
2003,0,0,0,1,0.087231353,1.0498036,0.37947622,0.18580531,0.35314542,0.088805869,0.056199998,6.6732979,2.1995234
2003,0,0,0,1,0.021388728,1.6456634,0.000726035,0.30314353,0.1758623,0.081482857,0.055399999,10.282643,2.1995234
2003,1,1,0,1,0.065206036,1.6456634,0.000726035,0.30314353,0.1758623,0.081482857,0.056500003,10.307151,2.1995234
2003,1,0,0,1,0.14561437,1.8441154,0.28574646,0.035697602,0.23403133,0.0393916,0.056500003,7.6838641,2.1995234
2003,0,1,0,1,1.0314286,0.73939782,0,0.53232586,0.49505737,0,0.057399999,1.9459101,2.1995234
2003,0,0,0,0,0.034482758,3.8317351,0,0.57346219,0.14220399,0.06964387,0.056199998,5.1590552,2.1995234
2003,1,0,0,1,0.030859375,1.3483392,0.000382338,0.13067421,0.2116679,0.12374124,0.059499998,6.7979403,2.1995234
2003,0,1,0,1,0.017346939,1.3018454,0.31191382,0.20754148,0.24056311,0.12989502,0.058899999,6.1944056,2.1995234
2004,1,1,1,1,0.8985734,1.3624885,0.26484615,0.20048994,0.033092171,0,0.0546,7.9585767,2.2775898
2004,0,0,1,0,0.010620301,1.115791,0.31412888,0.30606827,0.019110544,0.009033608,0.057300001,6.9697905,2.2775898
2004,0,0,0,1,0.012690355,2.7058961,0.4415614,0.41614753,0.012700019,0.01188985,0.053600002,6.8926415,2.2775898
2004,0,0,0,1,0.33018869,2.7058961,0.4415614,0.41614753,0.012700019,0.01188985,0.054699998,6.8606639,2.2775898
2004,0,0,0,1,0.033606559,2.5621567,0.11565974,0.73518699,0,0.06628304,0.058200002,5.9026332,2.2775898
2004,0,0,0,1,0.014613778,2.2036524,0.060869563,0.30393326,0.14252053,0.20142742,0.058200002,6.1717005,2.2775898
2004,0,1,0,0,0.095805086,2.2883184,0.09817268,0.060683805,0.29546049,0.22177207,0.053600002,5.4638319,2.2775898
2004,1,1,0,1,0.48737478,3.3756149,0.23136398,0.15157208,0.15163471,0.073837347,0.053300001,9.0552063,2.2775898
2004,0,1,1,0,0.12667939,2.7088947,0,0.23205608,0.13640089,0.1295042,0.053300001,6.6669569,2.2775898
2004,0,0,0,1,0.036977492,2.2036524,0.060869563,0.30393326,0.14252053,0.20142742,0.053600002,6.43294,2.2775898
2004,0,0,0,1,0.1125972,3.1606004,0.00113073,0.051862501,0.63432109,0.054705344,0.053300001,6.4661446,2.2775898
2004,1,0,0,1,0.042938329,1.9390559,0.3199867,0.30770168,0.033044562,0.016562318,0.060399998,9.1812201,2.2775898
2004,0,0,0,1,0.12742719,3.8653429,0,0.4446058,0.16746353,0.069059528,0.053600002,6.0210233,2.2775898
2004,1,0,1,1,0.22812535,1.5722158,0,0.21778728,0.31624469,0.052281447,0.053600002,7.4882936,2.2775898
2004,1,0,0,1,0.14367589,2.612992,0.001392322,0.60248673,0.20000486,0.025186799,0.060100004,6.6320019,2.2775898
2004,0,0,0,1,0.046089385,3.583164,0,0.17206736,0.57276422,0.1837592,0.055,5.187386,2.2775898
2005,0,0,0,1,0.031410981,2.1005831,0,0.109479,0.19989613,0.053872544,0.054200001,8.9820585,2.2910841
2005,1,0,0,0,0.12626025,6.2143559,0.74676675,0.1414848,0.11106794,0.033379748,0.0537,6.7487597,2.2910841
2005,0,0,0,0,0.059906974,1.4977331,0.040760294,0.49148762,0.21268232,0,0.0515,6.4692502,2.2910841
2005,0,0,1,1,0.2752941,1.2850313,0.01674561,0.25185397,0.2756806,0.033826131,0.0513,2.8332133,2.2910841
2005,0,0,0,1,0.059274755,1.8131039,0.15477395,0.71305764,0.087634213,0.018897923,0.051999997,7.2682228,2.2910841
2005,1,0,0,1,0.67391604,3.0275757,0,0.17538232,0.28949541,0.12302733,0.0513,6.0614572,2.2910841
2005,0,0,0,0,0.056335125,1.5124539,0.26662183,0.35543475,0.032100059,0.026458027,0.053300001,7.0175061,2.2910841
2005,1,0,0,1,0.064250879,4.2328539,0,0.2146991,0.10456818,0.089762323,0.0537,11.579256,2.2910841
2005,0,1,0,1,0.02431611,1.4102234,0.25927526,0.48459101,0.050404117,0.026427468,0.0537,6.89467,2.2910841
2005,1,0,0,1,0.32669377,1.5520844,0.081017718,0.34710059,0.14762463,0.13762669,0.0506,9.47616,2.2910841
2005,1,0,0,1,0.9232946,1.3095801,0.27246115,0.28490224,0.062804237,0.006013947,0.053300001,6.6515718,2.2910841
2005,1,0,0,1,0.010925462,2.5715976,0.00832891,0.19880773,0.095753871,0.056104794,0.054200001,10.321342,2.2910841
2005,0,0,0,1,0.065818183,1.4102234,0.25927526,0.48459101,0.050404117,0.026427468,0.050900001,7.0030656,2.2910841
2005,0,0,0,1,0.022698116,1.9541501,0.28549647,0.2969349,0.032199424,0.016275516,0.049600001,9.2235527,2.2910841
2005,1,1,1,1,0.2181776,2.2118139,0.18746829,0.64434296,0.10705226,0.16894977,0.052900001,9.0612602,2.2910841
2005,0,0,0,1,0.13448042,2.1323435,0,0.15150927,0.4829658,0.16910547,0.052900001,6.3750248,2.2910841
2005,1,0,0,1,0.015641678,1.5520844,0.081017718,0.34710059,0.14762463,0.13762669,0.0506,10.115853,2.2910841
2006,1,0,0,1,0.050615612,1.5481198,0.043871336,0.17952068,0.17992163,0.045164712,0.056799997,11.397492,2.3870194
2006,1,0,1,0,0.030782286,2.0089538,0.12511791,0.17476979,0.031354345,0,0.053300001,9.2061319,2.3870194
2006,0,0,0,1,0.11182109,2.3506923,0,0.41545844,0.18958907,0.019764312,0.058899999,5.7462034,2.3870194
2006,0,0,0,1,0.026512576,2.2991817,0.29107949,0.1487975,0.15006217,0.099741697,0.059499998,7.2936978,2.3870194
2006,0,0,0,1,0.06173677,1.9052776,0.44428933,0.19474474,0.010394094,0.008732003,0.054000001,7.2957349,2.3870194
2006,0,0,0,0,0.11304347,1.0608447,0,0.28037471,0.086236954,0.10453035,0.056799997,3.1354942,2.3870194
2006,1,0,0,1,0.28070652,0.94255048,0.003742358,0.27641734,0.30325305,0.057117455,0.056799997,5.2149358,2.3870194
2006,1,1,0,0,0.1583079,3.9806917,0,0.1169446,0.24423473,0.062435359,0.056799997,9.2061319,2.3870194
2006,1,0,0,1,0.013627729,1.9104962,0.14586565,0.32398722,0.11884858,0.050866209,0.055100001,11.651539,2.3870194
2006,0,0,0,1,0.029922202,1.9052776,0.44428933,0.19474474,0.010394094,0.008732003,0.059499998,7.4211774,2.3870194
2006,1,0,0,0,0.43744045,5.6842289,0.54896152,0.038728364,0.19754319,0.12699965,0.059499998,7.5873103,2.3870194
2006,1,0,0,1,0.076081842,2.2153773,0.00756165,0.21086702,0.13831548,0.060881816,0.058499999,10.332539,2.3870194
2006,0,0,1,1,0.020620843,1.9954517,0.58965725,0.51643032,0.058443841,0,0.055100001,6.1114674,2.3870194
2006,1,0,1,1,1.1032096,1.6409862,0.24120215,0.26480377,0.18587339,0.16191749,0.058899999,6.5525079,2.3870194
2006,1,0,0,1,0.011293489,1.9104962,0.14586565,0.32398722,0.11884858,0.050866209,0.055100001,11.656168,2.3870194
2006,1,0,0,1,0.011510178,2.4994214,0.083728015,0.42384496,0.032363147,0.011172024,0.055100001,10.152143,2.3870194
2006,0,0,0,1,0.074193545,1.2594206,0,0.47710285,0.38625461,0.076518081,0.056799997,5.0434251,2.3870194
2007,1,0,0,0,0.032414842,2.1415699,0.13348316,0.35376909,0.077706955,0.055040006,0.054899998,11.999294,2.4597991
2007,1,0,0,1,0.013117197,5.5265765,0,0.54401165,0.011475695,0.058580577,0.053300001,7.8172226,2.4597991
2007,0,0,0,1,0.01860119,1.5466166,0.22548042,0.34396252,0.078206532,0.024395224,0.056599997,7.6088705,2.4597991
2007,1,0,0,1,0.044147469,2.1192842,0.45370594,0.35314819,0.028194593,0.019499978,0.054699998,9.2678547,2.4597991
2007,0,0,0,1,0.22222222,1.3552231,0.23759227,0.43986812,0.068084054,0.006267327,0.0539,5.9348941,2.4597991
2007,1,0,0,1,0.022402868,2.9342976,0.022196217,0.15794812,0.37238151,0.019426566,0.054899998,11.042794,2.4597991
2007,1,0,0,1,0.30942598,1.5428109,0.55831182,0.24748881,0.10388453,0.012062496,0.053000003,5.8021183,2.4597991
2007,1,0,0,1,0.74382102,1.5432974,0.074527204,0.20159066,0.029828995,0.01444932,0.053300001,9.4810543,2.4597991
2007,1,0,0,1,0.014481065,1.8257401,0.030372892,0.18326198,0.20004635,0.044437125,0.0579,11.675835,2.4597991
2007,1,0,0,1,0.051426757,1.4373599,0.22856721,0.39190459,0.035966072,0.042848773,0.0539,7.3632798,2.4597991
2007,0,0,0,1,0.050745066,2.5749648,0,0.15669756,0.042583544,0.050832588,0.0539,7.8172226,2.4597991
2007,0,0,0,1,0.18432122,1.6587563,0,0.2216388,0.020861642,0,0.054400001,6.2595816,2.4597991
2007,1,0,1,1,0.322355,1.6339732,0.092545986,0.15479028,0.10615014,0,0.053300001,10.056552,2.4597991
2007,1,0,0,1,0.018565807,2.9490459,0.14618492,0.21223594,0.076116823,0.095994458,0.054699998,12.022529,2.4597991
2007,1,0,1,1,0.23607332,2.5534704,0.009357064,0.55124682,0.2656152,0.14334635,0.057300001,8.3366299,2.4597991
2007,0,0,0,1,0.047977421,1.5466166,0.22548042,0.34396252,0.078206532,0.024395224,0.057399999,7.6619978,2.4597991
2007,0,0,0,1,0.024131842,1.4373599,0.22856721,0.39190459,0.035966072,0.042848773,0.056599997,7.4377952,2.4597991
2007,1,0,0,1,0.092610389,1.412648,0.28946519,0.25381178,0.06444332,0.035054587,0.054699998,9.6739483,2.4597991
2008,1,0,0,1,0.29118943,3.6841252,0.22607198,0.18829581,0.018041953,0.014106231,0.056500003,6.5235624,1.3338585
2008,1,0,0,1,0.079015687,1.6702454,0.20890395,0.12868293,0.20144705,0.011003277,0.055300001,8.7400169,1.3338585
2008,1,0,0,1,0.28103116,2.4347634,0,0.091085389,0.41512966,0.13303573,0.0557,6.8362594,1.3338585
2008,0,0,0,1,0.011053541,3.1704047,0,0.079782844,0.23236999,0.12014973,0.056799997,6.3613024,1.3338585
2008,0,0,0,0,0.095238097,2.2581677,0.045879733,0.20255865,0.006795463,0.000124307,0.056500003,4.4308167,1.3338585
2008,1,0,0,1,0.11123433,2.0687113,0.0563366,0.185019,0.12731823,0.042852793,0.056799997,11.634789,1.3338585
2008,1,0,0,1,0.18508442,3.0177407,0.13949864,0.31425664,0.026108567,0.018261662,0.056700002,9.698123,1.3338585
2008,0,0,0,1,0.035460994,1.4904735,0.036594257,0.068652704,0.070450827,0.072961718,0.056700002,4.94876,1.3338585
2008,0,0,0,0,0.016539063,1.4941416,0.30487409,0.37281469,0.041798864,0.051143494,0.050500002,7.1546154,1.3338585
2008,0,1,0,1,0.033816423,1.5153266,0.20779449,0.12742937,0.17084864,0.14679337,0.055100001,5.3327188,1.3338585
2008,0,0,0,0,0.015938794,1.7204092,0.079808056,0.32055816,0.22856422,0.12678368,0.055300001,11.046755,1.3338585
2008,0,0,0,1,0.13135351,1.7915347,0.37389857,0.1780892,0.057756785,0.007729335,0.062800005,7.4679422,1.3338585
2009,1,0,1,1,0.091618761,1.3364875,0.14450519,0.21377997,0.24476603,0.075691819,0.054099999,10.15995,1.8679512
2009,1,0,0,1,0.20871016,2.6214471,0.10884666,0.19923724,0.088381514,0.087785609,0.051899999,9.49582,1.8679512
2009,1,0,0,1,1.1138867,1.0291474,0.33064553,0.26039115,0.054751191,0.033412036,0.0515,8.9250555,1.8679512
2009,0,0,0,1,0.010446736,1.3752781,0.29722524,0.37172619,0.038978163,0.049208283,0.052699998,7.2827611,1.8679512
2009,0,0,0,1,0.089545459,3.2561791,0.003415912,0.032351673,0.65737242,0.020022882,0.052600004,5.655992,1.8679512
2009,1,0,0,1,0.02802862,1.4722079,0.067730807,0.16663578,0.089587137,0.031659476,0.052600004,11.639998,1.8679512
2009,1,0,0,1,0.12551412,1.5357358,0.07162264,0.17018868,0.31516981,0.02509434,0.0515,10.271735,1.8679512
2009,1,1,1,1,0.12924367,1.3603214,0.21286108,0.29931125,0.27464318,0.011633461,0.054099999,8.6933289,1.8679512
2009,0,0,1,0,0.030172413,1.6808995,0.053256188,0.54720402,0.16542423,0.015554993,0.0539,7.5261788,1.8679512
2009,0,0,0,1,0.01179941,1.1861017,0,0.67417347,0.20303814,0,0.052600004,6.5191474,1.8679512
2009,0,0,0,1,0.02628121,1.3124138,0.25144586,0.33349901,0.029727772,0.0242969,0.0539,7.3277807,1.8679512
2009,1,0,0,0,0.02752452,2.6214471,0.10884666,0.19923724,0.088381514,0.087785609,0.051899999,11.73194,1.8679512
2009,0,0,0,1,0.059119496,2.2389247,0,0.091494218,0.23933232,0.1471907,0.052699998,6.6783423,1.8679512
2010,1,0,0,1,0.018997213,1.6247165,0.12177806,0.18244061,0.11567174,0.024616938,0.045300003,11.596503,2.2027647
2010,0,0,0,1,0.062962964,0.99071437,0,0.1467298,0.42089495,0.062994927,0.048699997,3.9889841,2.2027647
2010,1,0,0,1,0.036625508,1.5825597,0.10153928,0.13823844,0.31602877,0.018542731,0.0504,10.168847,2.2027647
2010,1,0,0,1,0.010452336,1.6247165,0.12177806,0.18244061,0.11567174,0.024616938,0.049600001,11.733201,2.2027647
2010,0,0,0,0,0.020718655,1.5977205,0.18671338,0.23051898,0.035043135,0.014107619,0.049600001,7.8694019,2.2027647
2010,0,0,0,1,0.13953489,1.2461932,0.003195419,0.075600296,0.53171408,0.25969708,0.0535,4.4543471,2.2027647
2010,1,0,1,1,0.052447964,1.7573571,0.11563067,0.19833028,0.2350626,0.060700763,0.0502,10.665601,2.2027647
2010,0,1,0,1,0.1925092,2.1887848,0.54865545,0.091299474,0.35367554,0.070897043,0.046799999,7.6834035,2.2027647
2010,0,0,0,1,0.090003215,1.3027363,0.19345894,0.60697037,0.13693281,0.11188957,0.048800003,8.0426998,2.2027647
2010,1,0,0,1,0.01706852,1.6247165,0.12177806,0.18244061,0.11567174,0.024616938,0.046799999,11.429076,2.2027647
2010,1,0,0,1,0.14634472,1.4474326,0.36388621,0.40342784,0.081065327,0.023668343,0.0502,10.838188,2.2027647
2010,0,0,0,0,0.011254373,1.4474326,0.36388621,0.40342784,0.081065327,0.023668343,0.048699997,11.181041,2.2027647
2011,0,1,0,0,0.10908163,3.8557971,0,0.073810615,0.19619353,0.085998498,0.051599998,5.6835799,1.8689911
2011,0,0,0,1,0.012218238,1.1808232,0.27923399,0.3483825,0.041451123,0.037829988,0.049899999,7.5766096,1.8689911
2011,0,0,0,1,0.23690774,1.4014455,0,0.21305279,0.29557899,0.089782655,0.052199997,6.6871085,1.8689911
2011,0,0,0,1,2.1684768,1.4764649,0.63274181,0.41353515,0.072372995,0.020876827,0.039300002,5.7104268,1.8689911
2011,0,0,0,1,0.1856764,1.398085,0.000396723,0.27441183,0.25069761,0.18520269,0.0385,5.9322453,1.8689911
2011,0,0,0,1,0.11249744,2.8239906,0.12068242,0.20904581,0.24834678,0.009074186,0.049899999,9.1878901,1.8689911
2011,1,1,1,1,0.58767462,2.2162819,0.007093775,0.19188291,0.21941334,0.12899414,0.0385,8.5669355,1.8689911
2011,0,0,0,0,0.070368424,6.9969902,0.006848513,0.3383868,0.21043082,0.60220087,0.039799999,5.2470241,1.8689911
2011,0,0,0,0,0.26221454,3.5401614,0.43543166,0.08561404,0.41395539,0.069027439,0.039300002,8.303257,1.8689911
2011,0,0,0,1,0.034265105,3.9549932,0,0.36120698,0.15439874,0.054662108,0.049899999,7.0112138,1.8689911
2011,1,0,0,1,0.025808774,1.5455011,0.022299349,0.1259436,0.14459869,0,0.043699998,10.313343,1.8689911
2011,0,0,1,1,0.56583107,1.3081278,0.040120088,0.57628274,0.37308952,0.083378822,0.051599998,9.052165,1.8689911
2012,1,0,0,1,0.11968266,1.4811046,0.14342174,0.11079424,0.31105024,0.019221701,0.0348,9.9591589,1.8490537
2012,1,0,0,0,0.029340602,3.574501,0.008428939,0.3034184,0.080543198,0.021189418,0.034899998,9.182044,1.8490537
2012,1,0,0,1,0.077186286,1.1557864,0.22011454,0.33697397,0.073275141,0.023414556,0.036499999,7.3434262,1.8490537
2012,1,0,0,1,0.09056066,1.439037,0.006231628,0.14344503,0.13854596,0,0.034899998,10.25773,1.8490537
2012,0,0,0,1,1.2904925,1.2943171,0.28437331,0.22208209,0.010918793,0.017041575,0.0396,8.2419662,1.8490537
2012,1,0,0,1,0.18881579,1.6833518,0.000143435,0.17384028,0.45807764,0.12515399,0.034000002,5.9401712,1.8490537
2012,0,0,0,1,0.044963501,1.4735497,0.12099061,0.19676098,0.16036297,0,0.037999999,4.919981,1.8490537
